country,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU,LTU
1988-03,,,,,,,37.7,,,,,,,,,,,,,,,,,,,,,
1988-04,,,,,,,26.9,,,,,,,,,,,,,,,,,,,,,
1988-05,,,,,,,36.3,,,,,,,,,,,,,,,,,,,,,
1988-06,,,,,,,39.9,,,,,,,,,,,,,,,,,,,,,
1988-07,,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,
1988-08,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,
1988-09,,,,,,,26.3,,,,,,,,,,,,,,,,,,,,,
1988-10,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,
1988-11,,,,,,,34.9,,,,,,,,,,,,,,,,,,,,,
1988-12,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,
1989-01,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,,
1989-02,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,
1989-03,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,
1989-04,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,
1989-05,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,
1989-06,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,
1989-07,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,
1989-08,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,
1989-09,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,
1989-10,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,
1989-11,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,
1989-12,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
1990-01,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,,
1990-02,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,
1990-03,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,
1990-04,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,
1990-05,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,
1990-06,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,
1990-07,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,
1990-08,,,,,,,-8.6,,,,,,,,,,,,,,,,,,,,,
1990-09,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,
1990-10,,,,,,,-4.3,,,,,,,,,,,,,,,,,,,,,
1990-11,,,,,,,-18.3,,,,,,,,,,,,,,,,,,,,,
1990-12,,,,,,,-16.8,,,,,,,,,,,,,,,,,,,,,
1991-01,,,,,,,-24.9,,,,,,,,,,,,,,,,,,,,,
1991-02,,,,,,,-29.5,,,,,,,,,,,,,,,,,,,,,
1991-03,,,,,,,-22.3,,,,,,,,,,,,,,,,,,,,,
1991-04,,,,,,,-26.3,,,,,,,,,,,,,,,,,,,,,
1991-05,,,,,,,-40.6,,,,,,,,,,,,,,,,,,,,,
1991-06,,,,,,,-23.4,,,,,,,,,,,,,,,,,,,,,
1991-07,,,,,,,-30.7,,,,,,,,,,,,,,,,,,,,,
1991-08,,,,,,,-28.3,,,,,,,,,,,,,,,,,,,,,
1991-09,,,,,,,-24.6,,,,,,,,,,,,,,,,,,,,,
1991-10,,,,,,,-20.9,,,,,,,,,,,,,,,,,,,,,
1991-11,,,,,,,-18.4,,,,,,,,,,,,,,,,,,,,,
1991-12,,,,,,,-30.4,,,,,,,,,,,,,,,,,,,,,
1992-01,,,,,,,-25.2,,,,,,,,,,,,,,,,,,,,,
1992-02,,,,,,,-14.3,,,,,,,,,,,,,,,,,,,,,
1992-03,,,,,,,-31.1,,,,,,,,,,,,,,,,,,,,,
1992-04,,,,,,,-17.4,,,,,,,,,,,,,,,,,,,,,
1992-05,,,,,,,-13.5,,,,,,,,,,,,,,,,,,,,,
1992-06,,,,,,,-23.6,,,,,,,,,,,,,,,,,,,,,
1992-07,,,,,,,-40.0,,,,,,,,,,,,,,,,,,,,,
1992-08,,,,,,,-23.1,,,,,,,,,,,,,,,,,,,,,
1992-09,,,,,,,-49.6,,,,,,,,,,,,,,,,,,,,,
1992-10,,,,,,,-27.8,,,,,,,,,,,,,,,,,,,,,
1992-11,,,,,,,-34.0,,,,,,,,,,,,,,,,,,,,,
1992-12,,,,,,,-13.2,,,,,,,,,,,,,,,,,,,,,
1993-01,,,,,,,-12.6,,,,,,-41.7,,,,,,,,,,,,,,,
1993-02,,,,,,,-4.0,,,,,,-42.1,,,,,,,,,,,,,,,
1993-03,,,,,,,-5.6,,,,,,-41.8,,,,,,,,,,,,,,,
1993-04,,,,,,,-10.6,,,,,,-43.0,,,,,,,,,,,,,,,
1993-05,,,,,,,-15.8,,,,,-24.0,-42.7,21.8,-38.4,-11.7,,,-56.0,,,,,,,,,
1993-06,,,,,,,-11.5,,,,,-24.8,-41.6,24.2,-45.3,-5.0,,,-20.5,,,,,,,,,
1993-07,,,,,,,6.1,,,,,-27.0,-59.9,27.3,-52.8,-1.0,,,-17.9,,,,,,,,,
1993-08,,,,,,,2.3,,,,,-30.9,-58.8,25.9,-57.6,-9.4,-9.8,45.1,-35.9,,,,,,,,,
1993-09,,,,,,,7.9,,,,,-29.1,-58.6,42.3,-49.2,4.3,2.1,47.1,-34.9,,,,,,,,,
1993-10,,,,,,,2.0,,,,,-21.8,-50.3,36.9,-38.7,10.3,3.4,59.2,-23.9,,,,,,,,,
1993-11,,,,,,,2.0,,,,,1.1,-49.7,32.7,1.6,34.4,12.3,86.1,-15.9,,,,,,,,,
1993-12,,,,,,,8.4,,,,,-16.6,-48.7,11.2,-37.7,-0.7,-0.3,51.3,-35.9,,,,,,,,,
1994-01,,,,,,,0.5,,,,,-26.5,-51.7,53.5,-22.4,-3.5,5.9,23.0,-44.9,,,,,,,,,
1994-02,,,,,,,-1.2,,,,,-31.7,-52.1,29.3,-48.7,-17.2,-5.5,38.2,-40.9,,,,,,,,,
1994-03,,,,,,,-6.2,,,,,-29.9,-51.8,22.7,-49.0,-17.8,-2.6,56.4,-33.9,,,,,,,,,
1994-04,,,,,,,-20.4,,,,,-36.8,-60.1,30.0,-58.6,-21.8,-55.1,62.3,-51.9,,,,,,,,,
1994-05,,,,,,,-1.9,,,,,-33.1,-59.9,29.3,-60.2,-9.8,-29.2,49.9,-47.9,,,,,,,,,
1994-06,,,,,,,-3.0,,,,,-37.0,-58.7,25.4,-60.8,-24.9,-23.5,48.4,-60.9,,,,,,,,,
1994-07,,,,,,,5.4,,,,,-30.8,-55.0,15.7,-56.8,-19.9,-38.0,46.9,-61.9,,,,,,,,,
1994-08,,,,,,,-3.5,,,,,-18.6,-53.9,14.3,-35.9,-5.5,-11.3,51.0,-50.9,,,,,,,,,
1994-09,,,,,,,5.7,,,,,-21.4,-53.7,19.8,-35.3,-9.1,12.2,55.0,-44.9,,,,,,,,,
1994-10,-27.6,-64.0,-43.7,-84.2,85.6,,-12.4,,,,,-15.2,-38.0,8.3,-34.4,-2.8,-5.5,46.3,-36.9,,,,,,,,,
1994-11,-27.0,-63.3,-43.0,-83.6,87.9,,-6.1,,,,,-17.8,-37.3,12.3,-48.2,7.1,-13.3,53.2,-51.9,,,,,,,,,
1994-12,-26.3,-62.1,-42.1,-82.1,87.3,,-4.0,,,,,-7.9,-36.4,4.1,-37.4,17.8,2.7,55.3,-31.9,,,,,,,,,
1995-01,-26.2,-49.2,-25.1,-73.4,92.6,,-15.7,,,,,-0.7,-40.5,-9.4,-31.2,19.8,-7.9,61.9,-37.9,,,,,,,,,
1995-02,-25.4,-49.3,-26.9,-71.8,90.7,,-18.4,,,,,-8.0,-41.0,1.8,-24.6,2.2,-0.8,52.0,-29.9,,,,,,,,,
1995-03,-25.2,-49.4,-28.5,-70.3,89.1,,-20.9,,,,,-6.9,-40.7,8.5,-28.9,16.6,20.4,53.5,-29.9,,,,,,,,,
1995-04,-14.4,-48.9,-28.9,-68.9,73.0,8.3,-27.6,-7.8,-47.1,17.9,4.0,-5.0,-42.6,11.5,-17.6,14.3,-20.3,54.4,-33.9,,,,,,,,,
1995-05,-14.2,-50.2,-29.4,-71.0,72.4,7.8,-28.8,-8.3,-46.5,17.9,4.0,-9.6,-42.4,2.0,-26.3,-0.5,-2.9,46.9,-32.9,,,,,,,,,
1995-06,-13.3,-50.9,-28.9,-72.9,71.7,7.4,-29.8,-8.8,-45.9,18.0,4.0,-5.3,-41.1,4.9,-19.0,8.2,-3.5,40.3,-30.9,,,,,,,,,
1995-07,-13.0,-55.7,-27.6,-83.7,83.5,0.7,-25.9,-9.1,-44.1,17.9,2.0,-2.2,-37.3,3.0,-17.2,13.7,8.2,42.8,-36.9,,,,,,,,,
1995-08,-12.0,-55.3,-26.2,-84.4,84.6,0.2,-25.7,-9.2,-43.6,18.5,2.0,-7.3,-36.2,2.8,-20.4,1.2,3.3,49.9,-33.9,,,,,,,,,
1995-09,-10.6,-54.5,-24.1,-84.8,85.9,-0.1,-25.6,-9.3,-43.5,17.9,2.0,-8.0,-36.1,10.7,-15.4,2.2,8.2,52.0,-31.9,,,,,,,,,
1995-10,-15.7,-48.7,-21.1,-76.4,76.1,-9.6,-20.3,-14.3,-37.4,18.7,13.0,-11.3,-36.3,12.8,-23.2,2.2,-5.4,52.4,-34.9,,,,,,,,,
1995-11,-15.0,-48.0,-20.3,-75.7,78.4,-10.0,-19.0,-14.0,-37.2,16.4,13.0,-11.5,-35.6,10.2,-24.3,0.1,-9.2,48.3,-18.9,,,,,,,,,
1995-12,-14.7,-46.8,-19.5,-74.2,77.8,-10.4,-18.4,-14.0,-36.0,19.7,13.0,-9.1,-34.6,12.1,-27.2,12.1,-0.2,49.3,-30.9,,,,,,,,,
1996-01,-13.9,-49.3,-23.2,-75.3,80.7,-9.1,-25.2,-13.8,-38.0,19.6,7.0,-10.1,-35.2,12.2,-35.0,16.9,5.1,43.0,-38.9,,,,,,,,,
1996-02,-13.6,-49.5,-25.3,-73.7,78.8,-9.5,-24.8,-13.8,-37.1,14.9,7.0,-12.8,-35.9,17.6,-35.3,14.7,18.0,38.9,-33.9,,,,,,,,,
1996-03,-12.5,-49.7,-27.1,-72.2,77.1,-9.9,-22.6,-13.2,-38.6,13.5,7.0,-18.9,-35.7,17.1,-35.8,-3.7,-0.9,43.6,-29.9,,,,,,,,,
1996-04,-23.9,-54.3,-32.9,-75.8,61.9,-8.5,-25.6,-15.0,-23.5,6.1,11.0,-17.3,-32.2,15.9,-38.5,2.5,-29.3,42.6,-31.9,,,,,,,,,
1996-05,-22.6,-55.7,-33.5,-77.9,61.3,-8.8,-26.9,-15.6,-24.9,6.7,11.0,-14.9,-32.0,18.7,-35.4,9.5,-17.7,46.8,-32.9,,,,,,,,,
1996-06,-22.0,-56.5,-33.2,-79.9,60.6,-8.9,-27.9,-15.9,-23.2,5.6,11.0,-17.3,-30.7,19.8,-45.2,13.2,-13.5,49.2,-40.9,,,,,,,,,
1996-07,-21.0,-56.9,-31.9,-81.8,72.6,-12.0,-33.9,-18.0,-34.9,4.6,8.0,-16.3,-39.7,18.9,-39.3,9.4,0.6,47.6,-36.9,,,,,,,,,
1996-08,-20.5,-56.5,-30.4,-82.6,73.6,-12.1,-33.7,-18.0,-33.0,4.4,8.0,-16.0,-38.5,19.0,-37.7,8.6,5.0,40.9,-36.9,,,,,,,,,
1996-09,-20.5,-55.7,-28.3,-83.0,74.9,-12.4,-33.7,-18.0,-32.6,3.8,8.0,-19.9,-38.4,23.6,-44.4,8.1,-1.4,41.1,-37.9,,,,,,,,,
1996-10,-10.3,-52.3,-25.1,-79.4,66.1,-6.6,-19.1,-13.6,-33.4,3.4,15.0,-13.3,-40.6,15.9,-39.9,15.8,-6.6,47.5,-43.9,,,,,,,,,
1996-11,-10.3,-51.5,-24.3,-78.7,68.4,-6.8,-17.8,-13.2,-33.6,2.2,15.0,-15.3,-39.9,25.5,-37.5,16.9,2.5,46.4,-37.9,,,,,,,,,
1996-12,-9.6,-50.3,-23.4,-77.2,67.8,-6.7,-17.2,-13.0,-34.3,5.6,15.0,-18.5,-38.8,25.2,-42.0,11.6,-0.1,42.4,-42.9,,,,,,,,,
1997-01,-8.1,-54.7,-36.1,-73.2,61.9,-11.7,-15.2,-11.0,-31.1,5.0,6.0,-23.6,-41.9,30.5,-49.0,8.5,-5.9,43.0,-26.9,,,,,,,,,
1997-02,-7.4,-55.2,-38.8,-71.6,59.9,-11.6,-14.8,-10.8,-31.6,3.1,6.0,-17.1,-42.8,27.4,-46.2,22.3,6.3,41.6,-32.9,,,,,,,,,
1997-03,-6.8,-55.5,-41.0,-70.1,58.2,-11.5,-12.5,-10.0,-30.3,-0.5,6.0,-14.5,-42.6,21.4,-47.7,25.7,-7.3,19.7,-34.9,,,,,,,,,
1997-04,-4.3,-49.9,-25.1,-74.6,62.7,-10.9,-25.7,-8.9,-40.7,11.0,-10.0,-15.4,-28.5,17.4,-58.5,29.7,2.5,14.8,-30.9,,,,,,,,,
1997-05,-3.8,-51.4,-26.0,-76.9,62.1,-10.7,-27.0,-9.3,-39.5,8.8,-10.0,-23.9,-28.5,26.7,-61.5,16.4,11.5,26.8,-38.9,,,,,,,,,
1997-06,-3.3,-52.3,-25.7,-78.9,61.4,-10.5,-28.2,-9.6,-40.5,9.5,-10.0,-13.5,-27.0,16.3,-55.5,31.4,-7.8,21.0,-37.9,,,,,,,,,
1997-07,-1.1,-52.2,-30.4,-74.0,55.6,-8.2,-25.3,-5.2,-32.1,9.3,-18.0,-13.4,-18.1,18.0,-52.4,30.2,13.3,13.5,-33.9,,,,,,,,,
1997-08,-0.7,-51.8,-28.8,-74.8,56.7,-8.0,-25.1,-5.0,-34.5,10.3,-18.0,-12.6,-16.7,19.8,-50.0,31.9,14.1,20.8,-26.9,,,,,,,,,
1997-09,0.2,-50.8,-26.4,-75.2,58.1,-7.7,-25.0,-4.9,-35.5,10.4,-18.0,-14.5,-16.8,17.1,-45.2,18.8,-22.2,17.1,-31.9,,,,,,,,,
1997-10,-5.0,-50.1,-25.8,-74.5,42.0,-12.7,-23.7,-6.5,-33.6,11.2,-17.0,-17.4,-22.0,18.1,-43.5,9.5,16.1,23.7,-24.9,,,,,,,,,
1997-11,-4.3,-49.3,-24.9,-73.8,44.5,-12.3,-22.4,-5.9,-33.9,10.0,-17.0,-15.5,-21.3,13.9,-45.4,12.7,11.2,17.5,-22.9,,,,,,,,,
1997-12,-4.6,-48.0,-23.8,-72.2,43.9,-12.0,-21.8,-5.6,-33.9,13.4,-17.0,-22.4,-20.2,20.5,-61.7,15.0,-10.1,8.5,-34.9,,,,,,,,,
1998-01,3.8,-46.7,-20.3,-73.1,42.0,-3.2,-11.9,-1.0,-33.9,12.4,-12.0,-18.8,-16.8,19.1,-51.0,13.8,-5.1,16.0,-37.9,,,,,,,,,
1998-02,3.3,-47.5,-23.7,-71.4,40.0,-3.0,-11.5,-0.9,-33.8,9.9,-12.0,-17.1,-18.0,19.5,-52.0,20.2,-10.1,14.3,-34.9,,,,,,,,,
1998-03,3.2,-48.2,-26.6,-69.8,38.3,-2.5,-9.0,0.1,-34.4,7.8,-12.0,-14.9,-17.9,13.3,-50.7,19.2,0.0,1.7,-43.9,,,,,,,,,
1998-04,4.7,-24.8,5.8,-55.5,38.4,0.7,-15.8,-0.4,-29.7,9.4,-14.0,-16.6,-18.9,20.4,-53.7,24.2,23.3,3.9,-32.9,,,,,,,,,
1998-05,4.5,-26.6,4.5,-57.8,37.8,1.2,-17.4,-0.7,-30.3,8.6,-14.0,-15.8,-18.9,16.8,-59.0,28.3,-6.0,1.8,-42.9,,,,,,,,,
1998-06,4.9,-27.6,4.7,-59.9,37.2,1.7,-18.7,-1.0,-30.3,7.6,-14.0,-18.3,-17.3,25.0,-55.0,25.0,-5.5,7.9,-53.9,,,,,,,,,
1998-07,-3.5,-14.6,13.9,-43.2,10.7,13.7,0.3,7.3,0.9,9.0,-8.0,-17.6,-19.2,20.6,-57.6,25.4,-15.6,7.3,-46.9,,,,,,,,,
1998-08,-3.3,-14.1,15.8,-44.0,11.9,14.0,0.4,7.5,-3.7,8.3,-8.0,-27.1,-17.7,26.5,-64.3,9.5,3.7,2.7,-53.9,,,,,,,,,
1998-09,-3.8,-12.9,18.6,-44.4,13.3,14.3,0.5,7.6,-5.4,9.2,-8.0,-27.6,-17.9,23.1,-68.0,8.4,-10.9,6.1,-52.9,,,,,,,,,
1998-10,-1.7,-46.9,-30.2,-63.6,20.9,-19.7,-19.6,-8.1,-28.8,2.2,-15.0,-36.6,-44.4,29.3,-76.9,-3.5,-20.9,-9.1,-51.9,,,,,,,,,
1998-11,-2.3,-46.0,-29.1,-62.9,23.5,-19.4,-18.1,-7.5,-28.5,2.0,-15.0,-36.4,-43.7,37.0,-76.2,4.0,-12.8,-8.3,-40.9,,,,,,,,,
1998-12,-1.9,-44.5,-27.7,-61.2,22.9,-18.7,-17.4,-7.1,-30.3,3.5,-15.0,-34.2,-42.5,31.3,-78.3,7.0,-6.6,5.5,-55.9,,,,,,,,,
1999-01,-12.8,-56.6,-39.2,-74.0,53.1,-24.1,-20.4,-9.9,-29.2,6.7,-15.0,-30.3,-35.6,31.8,-78.0,18.8,-14.7,9.1,-57.9,,,,,,,,,
1999-02,-12.4,-58.0,-43.8,-72.2,51.1,-23.9,-20.1,-9.7,-30.5,2.4,-15.0,-30.9,-37.3,30.9,-66.8,5.1,-6.9,2.1,-54.9,,,,,,,,,
1999-03,-12.5,-59.2,-47.7,-70.6,49.3,-23.4,-17.4,-8.6,-30.5,0.2,-15.0,-30.2,-37.3,25.8,-69.5,4.9,-4.7,11.7,-47.9,,,,,,,,,
1999-04,-14.9,-47.0,-13.7,-80.2,29.2,-27.8,-14.0,-9.0,-37.5,0.0,-15.0,-31.0,-44.2,27.1,-72.9,7.1,7.3,-0.1,-61.9,,,,,,,,,
1999-05,-15.1,-49.0,-15.3,-82.8,28.7,-27.2,-15.9,-9.4,-36.9,-1.0,-15.0,-30.4,-44.4,26.3,-69.5,4.6,-3.5,-13.2,-56.9,,,,,,,,,
1999-06,-16.1,-50.1,-15.1,-85.0,28.0,-26.4,-17.4,-9.6,-37.0,-1.9,-15.0,-17.5,-42.5,-2.6,-64.3,9.3,-15.3,-13.1,-56.9,,,,,,,,,
1999-07,-7.8,-59.9,-42.6,-77.2,17.7,-24.8,-21.8,-10.5,-36.8,-3.2,-15.0,-25.8,-49.4,25.0,-58.6,6.1,2.3,-13.9,-52.9,,,,,,,,,
1999-08,-8.4,-59.1,-40.2,-78.1,19.0,-24.5,-21.6,-10.4,-37.9,-3.6,-15.0,-21.7,-47.7,19.9,-60.5,15.2,-19.3,-0.4,-43.9,,,,,,,,,
1999-09,-8.3,-57.6,-36.5,-78.6,20.4,-24.4,-21.6,-10.4,-38.6,-3.1,-15.0,-22.7,-48.1,17.8,-64.9,14.7,-3.8,-1.8,-46.9,,,,,,,,,
1999-10,-54.4,-70.9,-57.3,-84.6,17.8,-27.2,-33.6,-13.6,-37.0,-9.8,-20.0,-22.3,-44.9,25.1,-68.6,26.9,15.8,-14.9,-50.9,,,,,,,,,
1999-11,-54.1,-69.9,-55.9,-83.9,20.5,-27.1,-32.0,-13.0,-37.1,-10.2,-20.0,-18.3,-44.1,13.9,-66.1,25.0,-8.9,-5.2,-20.9,,,,,,,,,
1999-12,-53.2,-68.2,-54.2,-82.1,20.0,-26.5,-31.2,-12.6,-37.3,-8.7,-20.0,-16.0,-42.8,15.7,-52.1,19.9,-1.0,-13.4,-33.9,,,,,,,,,
2000-01,-59.2,-54.7,-20.4,-89.0,7.2,-16.6,-33.2,-12.3,-32.9,-5.6,-13.0,-17.5,-48.2,9.4,-44.1,0.9,8.6,-15.7,-36.9,,,,,,,,,
2000-02,-58.2,-56.8,-26.4,-87.1,5.2,-17.0,-32.8,-12.3,-33.0,-9.8,-13.0,-16.1,-50.4,9.7,-53.5,14.9,-12.7,-1.1,-30.9,,,,,,,,,
2000-03,-57.9,-58.6,-31.7,-85.4,3.5,-16.4,-29.7,-11.1,-33.5,-11.1,-13.0,-17.3,-50.5,7.8,-52.3,8.3,11.7,-0.1,-30.9,,,,,,,,,
2000-04,-25.4,-64.6,-44.2,-85.1,5.0,-22.6,-26.1,-16.6,-24.6,-13.3,1.0,-18.6,-41.5,5.5,-55.2,4.9,0.9,5.0,-39.9,,,,,,,,,
2000-05,-25.0,-66.7,-45.6,-87.8,4.5,-21.7,-28.3,-17.0,-25.1,-13.1,1.0,-15.7,-41.9,3.8,-49.0,5.8,-9.9,7.7,-35.9,,,,,,,,,
2000-06,-26.8,-67.6,-44.9,-90.2,3.9,-19.9,-30.1,-17.0,-24.7,-13.7,1.0,-13.8,-39.7,1.2,-48.6,8.5,12.6,4.7,-32.9,,,,,,,,,
2000-07,-13.5,-73.5,-54.8,-92.2,-5.3,-27.7,-28.8,-21.5,-23.3,-12.3,8.0,-17.9,-32.7,5.9,-49.4,1.6,-2.7,7.8,-44.9,,,,,,,,,
2000-08,-13.4,-72.4,-51.5,-93.2,-3.9,-27.3,-28.6,-21.3,-22.7,-12.1,8.0,-14.1,-30.8,8.7,-53.7,20.0,-15.0,7.6,-37.9,,,,,,,,,
2000-09,-11.8,-70.2,-46.7,-93.8,-2.4,-27.6,-28.6,-21.4,-21.7,-11.7,8.0,-10.6,-31.4,-0.8,-50.8,18.2,5.3,-4.7,-40.9,,,,,,,,,
2000-10,-19.3,-70.1,-50.6,-89.6,8.7,-25.7,-28.9,-21.6,-25.0,-11.9,10.0,-16.2,-29.3,2.9,-55.5,9.8,3.2,2.1,-35.9,,,,,,,,,
2000-11,-17.6,-68.8,-48.8,-88.9,11.6,-26.0,-27.0,-21.0,-23.9,-12.3,10.0,-13.5,-28.6,0.0,-50.3,9.6,-1.3,4.8,-29.9,,,,,,,,,
2000-12,-15.8,-66.8,-46.6,-87.0,11.1,-24.7,-26.1,-20.3,-22.5,-9.3,10.0,-15.3,-27.1,-2.0,-49.8,2.0,11.7,5.6,-32.9,,,,,,,,,
2001-01,-14.3,-66.3,-47.6,-85.0,3.3,-18.3,-27.1,-11.5,-27.4,-5.0,-11.0,-12.6,-27.9,4.6,-46.0,12.8,0.1,8.4,-33.9,,,,,,,,,
2001-02,-12.5,-69.0,-55.1,-83.0,1.3,-19.2,-26.6,-11.6,-26.2,-7.6,-11.0,-11.7,-30.7,1.8,-47.1,13.7,-1.0,2.8,-29.9,,,,,,,,,
2001-03,-12.0,-71.5,-61.8,-81.2,-0.4,-18.7,-23.0,-10.3,-26.2,-10.0,-11.0,-6.7,-31.0,0.5,-32.1,12.4,0.6,-9.0,-20.9,,,,,,,,,
2001-04,-13.2,-51.5,-20.0,-82.9,0.7,-8.5,-21.1,-13.5,-20.3,-1.1,11.0,-2.3,-33.0,-4.1,-24.4,13.3,14.6,-5.9,-12.9,,,,,,,,,
2001-05,-12.2,-53.5,-21.2,-85.8,0.3,-7.3,-23.6,-14.0,-21.2,-5.5,11.0,-3.4,-33.5,2.5,-26.4,18.6,-6.8,-2.4,-22.9,,,,,,,-17.4,-18.4,46.9
2001-06,-19.2,-54.1,-19.7,-88.5,-0.2,-4.1,-25.7,-13.6,-18.5,0.6,11.0,-6.7,-31.0,4.0,-26.7,10.5,17.0,-0.4,-16.9,,,,,,,-17.4,-17.3,47.7
2001-07,-12.9,-44.8,-8.4,-81.3,-4.3,-5.9,-32.8,-15.6,-21.8,-4.9,8.0,-9.5,-13.0,0.8,-33.2,5.6,5.3,-6.4,-29.9,,,,,,,-14.1,-9.0,38.9
