country,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU,ROU
subject,CCUSMA02,IR3TIB01,IRLTLT01,IRSTCB01,IRSTCI01,ODCNPI03,ODCNPI03,ODCNPI03,PRCNTO01,PRCNTO01,PRCNTO01,PRCNTO01,PRINTO01,PRINTO01,PRINTO01,PRINTO01,PRMNTO01,PRMNTO01,PRMNTO01,PRMNTO01,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO01,SLRTTO02,SLRTTO02,SPASTT01,SPASTT01,SPASTT01
measure,ST,ST,ST,ST,ST,GPSA,GYSA,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,GPSA,GYSA,IXOB,IXOBSA,IXOB,IXOBSA,GP,GY,IXOB
unit,Romanian Leu,Percentage,Percentage,Percentage,Percentage,Percentage,Percentage,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Percentage,Percentage,Index,Index,Index,Index,Percentage,Percentage,Index
powercode,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units
reference_period,,,,,,,,2015=100,,,2015=100,2015=100,,,2015=100,2015=100,,,2015=100,2015=100,,,2015=100,2015=100,2015=100,2015=100,,,2015=100
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,0.0005999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,0.0005529999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,0.00187941666665833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,0.00183602499999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,0.00171784999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,0.002128016666625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,0.001714141666625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,0.00161534166665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,0.0014557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,0.00142769166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,0.00149215833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,0.00224320833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,0.007638725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,0.0307953333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,0.0760050833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,0.165508583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,0.203327583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,0.30842175,56.5019696791667,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,0.716794333333333,90.679964065,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,0.887557583333333,85.313215745,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96506460678633
1999,1.53328375,99.489633565,,,,,,,,,,,,,,,,,,,,,,,,,-21.7528250798676,-21.7528250798676,6.23243803537366
2000,2.17087208333333,55.3710266475,,,45.5059222633333,,,50.6874427131072,,,50.1373054838978,52.7441077441077,,,61.3115573702192,59.7791148108465,,,56.2416666666667,55.7605204644651,,,38.4666666666667,38.4628181666944,12.4906257811849,12.4501329787234,20.6188718112115,20.6188718112115,7.51749644460054
2001,2.90607916666667,43.7405101183333,,,41.4596077808333,10.3567318757192,10.3567318757192,55.9370052495625,9.08075327162464,9.08075327162464,55.804277273862,57.53367003367,4.10864469874534,4.10864469874534,63.728022664778,62.2352262424792,4.15005169103528,4.15005169103528,58.4833333333333,58.0746108869307,-0.259515570934266,-0.259515570934266,38.4083333333333,38.3630011645317,16.6736105324556,16.6057180851064,20.4289185196106,20.4289185196106,9.05323966798261
2002,3.305543,29.8305690341667,,,26.852984715,-12.438552063161,-12.438552063161,48.9792517290226,3.18946598390638,3.18946598390638,58.3423483398519,59.3686868686869,0.105946232287116,0.105946232287116,63.453045579535,62.3011621198385,0.737379466817929,0.737379466817929,58.8166666666667,58.5028411430454,2.73200346921077,2.73200346921077,39.525,39.4110796872401,20.7399383384718,20.6532579787234,88.8891581138158,88.8891581138158,17.1005881908784
2003,3.32000708333333,19.875999215,,19.4375,19.5524648808333,-3.86185777475332,-3.86185777475332,47.0877426881093,3.77144477527292,3.77144477527292,60.1564450361987,61.6077441077441,-0.674692419632241,-0.674692419632241,62.97808515957,61.8808209016731,-0.971283783783796,-0.971283783783796,58.1,57.9346125339702,8.3157450401013,8.3157450401013,42.9416666666667,42.6884045915821,26.1228230980752,25.9557845744681,48.5474589899964,48.5474589899964,25.4024892298932
2004,3.26365683333333,20.7645391408333,,19.4375,19.7964727558333,19.2709254999115,19.2709254999115,56.1619865011249,2.80092908867331,2.80092908867331,61.4129982524757,63.3333333333333,1.4917421417155,1.4917421417155,64.6612782268144,62.8039231847029,2.00426439232411,2.00426439232411,59.9916666666667,59.0957753438195,14.5362431800467,14.5362431800467,49.375,48.8936948926967,33.2388967586034,32.8706781914894,71.5751989564727,71.5751989564727,43.5843714360858
2005,2.91365316666667,9.83484861858333,,10.5208333333333,7.24842616425,31.7359050445104,31.7359050445104,73.9855012082326,3.52206273258906,3.52206273258906,65.0827993675626,65.563973063973,-0.787401574803132,-0.787401574803132,62.6447796016999,62.3094041045084,-2.67558528428093,-2.67558528428093,57.8833333333333,57.5146174750885,15.9067710105478,15.9067710105478,57.0583333333333,56.6711029778739,41.2715607032747,40.874335106383,80.2142965561506,80.2142965561506,78.5452683919619
2006,2.80898333333333,8.75893510291666,7.22833333333333,8.66666666666666,7.76157469608333,34.1930397567294,34.1930397567294,99.2833930505791,15.8942097830273,15.8942097830273,75.1102604643422,75.9848484848485,9.81481481481482,9.81481481481482,68.4526289475877,68.4249567295805,12.9725085910653,12.9725085910653,65.1166666666667,64.9757061681627,23.0295024218406,23.0295024218406,70.125,69.7221760106472,52.4539621698192,52.1359707446809,35.6465022670288,35.6465022670288,106.543909269946
2007,2.43825,7.80024985366667,7.13416666666666,7.35416666666667,7.710224805,31.1791859001259,31.1791859001259,130.239146737772,31.8710535061482,31.8710535061482,100.074893900308,100.20202020202,10.1300891351481,10.1300891351481,75.535372052329,75.3564658369736,12.0532319391635,12.0532319391635,72.9916666666666,72.8073787367208,20.5082319255548,20.5082319255548,84.3583333333334,84.0209615704542,64.4112990584118,64.1622340425532,20.3480651255116,20.3480651255116,128.223533315461
2008,2.51885833333333,13.00307441675,7.6975,9.9375,11.8745095590833,35.3678822776711,35.3678822776711,176.30197483543,28.5198252688172,28.5198252688172,127.003411833236,128.779461279461,2.6687083014328,2.6687083014328,77.5435380384968,77.3675100964312,3.07657504807147,3.07657504807147,75.275,75.0473523840896,17.5725175725176,17.5725175725176,98.825,98.7855598070205,80.1683193067244,79.9451462765958,-36.3441252910126,-36.3441252910126,81.6218117147266
2009,3.049325,11.7656559395,9.69416666666666,8.83333333333334,10.4151516879167,-44.4229133188392,-44.4229133188392,97.9835013748854,-13.0400679782992,-13.0400679782992,107.888824165765,111.986531986532,-5.69937147118354,-5.69937147118354,73.2688942588118,72.9580482980302,-6.57302754307033,-6.57302754307033,70.3833333333334,70.1144692415383,-9.30447962276864,-9.30447962276864,89.2916666666667,89.5940775245384,74.8520956586951,74.9418218085106,-40.1890927587383,-40.1890927587383,48.8187460933324
2010,3.1779,6.75998145266667,7.33666666666667,6.35416666666667,4.31870558058333,-16.1663406752275,-16.1663406752275,82.1431547371052,-14.9579073962718,-14.9579073962718,93.5924107514355,95.2356902356902,4.92544057840035,4.92544057840035,77.2852262311474,76.5515536141103,5.25017618040871,5.25017618040871,74.575,73.7956024046776,-7.29737257450561,-7.29737257450561,83.0083333333334,83.0560638828814,75.5520373302225,75.4571143617021,48.3903100517616,48.3903100517616,72.4422886912782
2011,3.04860833333333,5.81947891175,7.2925,6.16666666666667,4.47807276958333,-10.9860012172854,-10.9860012172854,73.1189067577702,1.49372458900474,1.49372458900474,96.1388033619039,96.6582491582491,8.02110249784668,8.02110249784668,83.0430797433547,82.6918321931921,8.48119629505637,8.48119629505637,80.5416666666667,80.0543523017376,-1.27190786179268,-1.27190786179268,82.025,81.9996672766595,79.910007499375,79.7623005319149,-0.841906297961454,-0.841906297961454,71.8323925003989
2012,3.4682,5.34842225383333,6.67916666666667,5.27083333333333,4.38395613258333,1.27635327635327,1.27635327635327,74.0521623198067,3.34407384829749,3.34407384829749,97.4952151119248,99.8905723905724,2.96023123691817,2.96023123691817,85.0679110074161,85.1397016401549,3.03466721530704,3.03466721530704,82.325,82.4837354854648,4.27064313248123,4.27064313248123,85.3916666666667,85.5015804358676,86.459461711524,86.436170212766,-6.29514811281211,-6.29514811281211,67.3104369995222
2013,3.32791666666667,4.226169963,5.41416666666667,4.6875,3.35393146366667,2.79059300101271,2.79059300101271,76.1186567786018,-1.48310440717959,-1.48310440717959,96.9376716318549,98.4090909090909,7.71539206195549,7.71539206195549,91.7423548037664,91.708563422072,9.03554313099044,9.03554313099044,89.9166666666667,89.9365889813061,0.62262866037552,0.62262866037552,85.8333333333333,86.0339377807353,87.8843429714191,88.1316489361702,17.5956368321785,17.5956368321785,79.1541370441105
2014,3.349175,2.53456176683333,4.49416666666667,3.20833333333333,1.86223871483333,17.6354679802956,17.6354679802956,89.5425381218232,-8.03181934821656,-8.03181934821656,90.4302238495465,90.5050505050505,6.21910667745122,6.21910667745122,97.3168902591451,97.4120168136487,7.46268656716416,7.46268656716416,96.6083333333334,96.6482747261797,6.49714782944988,6.49714782944988,91.35,91.6236899018466,94.6421131572369,94.8470744680851,17.9842661409892,17.9842661409892,93.3894277117266
2015,4.00566666666667,1.33165644791667,3.47333333333333,1.85416666666667,0.830729115666667,11.678764191327,11.678764191327,100.0,10.4910714285714,10.4910714285714,100.0,100.0,2.65673914882817,2.65673914882817,100.0,100.0,3.46796182685756,3.46796182685756,100.0,100.0,9.14207898320473,9.14207898320473,100.0,100.0,100.0,100.0,7.07850176433116,7.07850176433116,100.0
2016,4.05918333333333,0.784448075333333,3.31916666666667,1.75,0.458474104333333,19.7733522206483,19.7733522206483,119.773352220648,-2.1043771043771,-2.1043771043771,95.581259881834,97.8956228956229,3.10722822055551,3.10722822055551,103.116406966086,103.107228220556,4.58700485876638,4.58700485876638,104.766666666667,104.587004858766,12.452171019797,12.452171019797,112.358333333333,112.452171019797,109.632530622448,109.665890957447,-7.54484744744369,-7.54484744744369,92.4551525525563
2017,4.05249166666667,1.15473309666667,3.95833333333333,1.77083333333333,0.777327326583333,9.20411854737721,9.20411854737721,130.797433547204,-5.29664660361136,-5.29664660361136,90.2221852375801,92.7104377104377,8.5851318944844,8.5851318944844,111.174068827598,111.959119756037,9.17322834645669,9.17322834645669,113.566666666667,114.181009635181,10.9105703084548,10.9105703084548,124.45,124.721344202296,122.814765436214,123.013630319149,19.8165854331036,19.8165854331036,110.77660684544
2018,3.94161666666667,2.77348809308333,4.68666666666667,2.4375,2.21200269575,11.4416767535198,11.4416767535198,145.762853095575,-2.87815507535863,-2.87815507535863,86.5440625780145,90.0420875420875,4.96908127208481,4.96908127208481,115.040413298892,117.522459408226,5.5030652722683,5.5030652722683,118.458333333333,120.46446512394,5.63558756836071,5.63558756836071,131.241666666667,131.750124771253,136.296975252062,136.751994680851,4.4614699474835,4.4614699474835,115.718871868691
2019,4.237925,3.1339144645,4.53916666666667,2.5,2.66608861866667,4.33887840850625,4.33887840850625,152.087326056162,24.2684864915397,24.2684864915397,110.401930598319,111.893939393939,-3.58370152184584,-3.58370152184584,112.448962586451,113.310805241902,-2.52255947497948,-2.52255947497948,116.183333333333,117.425677344972,7.1279752509628,7.1279752509628,140.691666666667,141.14124105806,150.445796183651,151.030585106383,4.35907157167142,4.35907157167142,120.763140315378
2020,4.24399166666667,2.39171433275,3.89333333333333,1.83333333333333,2.12874850991667,-1.9723865877712,-1.9723865877712,149.08757603533,18.7993680884676,18.7993680884676,128.010318715154,132.929292929293,-9.47046843177191,-9.47046843177191,102.058161819848,102.579741201681,-10.3583701521846,-10.3583701521846,104.308333333333,105.26229103187,2.36327204148987,2.36327204148987,143.875,144.476792546997,153.795517040247,154.59607712766,2.21654804821631,2.21654804821631,123.439913345003
2021,4.16041666666667,1.8169974355,3.625,1.35416666666667,1.43670913325,12.5251509054326,12.5251509054326,167.761019915007,-0.645896656534946,-0.645896656534946,127.244736623117,132.070707070707,7.3758637313193,7.3758637313193,109.274227147738,110.145883128657,6.71256454388982,6.71256454388982,111.608333333333,112.328090257762,9.54574241464675,9.54574241464675,158.425,158.268175012477,179.635030414132,178.798204787234,30.9724369783111,30.9724369783111,161.672262711866
2022,4.688475,6.17204054108333,7.48166666666667,4.41666666666667,4.72101113458333,-7.35608205433865,-7.35608205433865,155.420381634864,10.7584448693435,10.7584448693435,143.629857701589,146.279461279461,-1.96049087099672,-1.96049087099672,107.299391717357,107.986483145141,-0.483870967741908,-0.483870967741908,111.1,111.784567240385,5.10327429442373,5.10327429442373,165.458333333333,166.345034104142,214.873760519957,214.502992021277,4.61902960615929,4.61902960615929,169.139952391475
2023,4.57429166666667,6.62320833333333,6.71166666666667,6.75,6.05520833333333,,,,,,,,,,,,,,,,,,,,,,7.50050528965404,7.50050528965404,181.826303467516
