,id,name
0,ST,"Level, rate or national currency"
1,STSA,"Level, rate or national currency, s.a."
2,NCML,"National currency, monthly level"
3,NCMLSA,"National currency, monthly level, s.a."
4,CXMLSA,"US Dollars, monthly level, s.a."
5,IXOB,Index 2015=100
6,GPSA,"Growth rate previous period, s.a."
7,GYSA,"Growth rate same period previous year, s.a."
8,IXOBSA,"Index 2015=100, s.a."
9,QL,Quarterly level
10,QLSA,"Quarterly level, s.a."
11,GY,Growth rate same period previous year
12,ML,Monthly level
13,MLSA,"Monthly level, s.a."
14,GP,Growth rate previous period
15,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
16,CXCU,"US Dollars, sum over component sub-periods"
17,CXML,"US Dollars, monthly level"
18,NCCU,"National currency, sum over component sub-periods"
19,NCCUSA,"National currency, sum over component sub-periods s.a"
20,AL,Annual Level
21,IXNB,Index source base
