country,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT
1971-01,,,,,,,,,,,,,,,,27.42,19.4,,,,,,,,,,83.5489926632792,208.502814028032,1.87955204465019,0.5306659695,,0.610286609351022,2.76046294209394,27.1601479732255,29.3890962871376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340716019999501,4.15561500222625,21.6587553780496,23.4199787740784,,0.66889797791462,7.49999826702757,20.4423820962534,,,,,,,,0.0773701372388921,4.36439127361413,22.0555438109932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.1493494990104,1.79937937399621,10.4431172074427,11.5201665794023,32891.7247443733,2.36171463891573,10.9807141852965,10.4431172074427,11.5201665794023,10.9890825762569,,,,,,,,,,,,,,,,,,,,43851.0,52015.1095353902,90.04,55.5677859081957,3.664059016,2.33954736914942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34277678940464,13.7941196975555,24.5061652164499,27.5671163953632,,,,,,,,,25.4695003732007,26.5399916523244,7.38895059667246,13.9535417370274,24.7946293201747,27.4194661209494,27.7687070705533,33.1872878677869,2735.89711240346,237.660447368497,89.5308778013644,,,,,,,,14.2881710790891,16.7808257313027,-0.299533080785818,6.29285244669862,12.0606924480797,0.199781645349377,0.244537776703474,1.46960947053943,7.98213574052909,0.3755,0.459621478197226,0.283955957228804,0.312910371039976,-0.184524211569119,17.3584895171192,0.53371,0.588131327680437,-0.0841743118794272,-0.0683725943365024,-0.15821,-0.128509849483211
1971-02,,,,,,,,,,,,,,,,25.24,18.47,,,,,,,,,,82.9606710470099,208.578594536704,1.88023516929137,0.5304733253,,-0.606584704127362,2.96229755702613,26.9953986700015,29.2108265243786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169777950693285,4.42477714427849,21.6955271690761,23.4597407340938,,-0.498339248150097,5.64373844324688,20.340509683011,,,,,,,,0.68249694444755,4.74957791450825,22.2060722235846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.198882150258,1.80737338575467,9.94011244579392,11.6612440705669,31307.456959514,1.2246132917635,11.2092129986787,9.94011244579392,11.6612440705669,11.0042294853903,,,,,,,,,,,,,,,,,,,,49374.0,52742.1464600473,78.56,51.7834475956826,3.196415588,2.2287061649038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.69036223417093,7.51202170807728,25.7225982150509,27.101132270766,,,,,,,,,26.2462115422634,26.1400121318839,-2.04591326230951,8.00571530997419,26.2500424975091,26.8584876271265,31.6544305855454,33.4833964080639,-55.1341111319247,51.5289366345065,49.7259807813842,,,,,,,,13.8488674320002,16.9249138671559,0.547848369709287,6.8250093879084,12.1267667550322,0.233566527832533,0.250136689286159,2.2895900413269,7.28530127718487,0.43916,0.470315800325943,0.309748487589187,0.330268540773583,5.54732963177782,19.043785945797,0.5824,0.62098252567303,-0.0761819597566537,-0.0801318514874239,-0.14324,-0.150666725347087
1971-03,,,,,,,,,,,,,,,,22.83,17.44,,,,,,,,,,82.7187705855826,208.475404056811,1.87930495701402,0.5314915875,,-0.435921373360457,2.97565332053638,26.8777199573751,29.0834902882235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0847450968578712,4.42086490525038,21.7139130645894,23.4796217141015,,0.166946172291884,5.82010662084394,20.3744673853514,,,,,,,,0.340817148120489,4.63859449448244,22.2817543256466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.1673613721914,1.80228628736292,10.8076802915735,11.7706831121186,34039.9555242255,0.938485129797942,11.612348775171,10.8076802915735,11.7706831121186,11.0951109401904,,,,,,,,,,,,,,,,,,,,53494.0,54396.9346745108,61.685,51.7338380119971,2.502413774,2.14766232198493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.43130020885575,6.01107872024014,25.7173774725676,26.7132337079723,,,,,,,,,26.2094005863837,25.9832448913262,-0.0805730990736926,7.54731564326323,26.4429285811156,26.836846911281,32.223073051154,32.529324044549,-3.35197115327236,37.0261581296913,70.5170877153182,,,,,,,,15.7069058082124,16.6965268893562,-0.676685121715445,7.10765731614861,12.0447067286557,0.28058777689696,0.259751015294691,3.84362887186573,13.6040795908359,0.52731,0.488151370632737,0.362650030510677,0.337934092892415,2.32100583993781,23.4970718041495,0.68153,0.635081215916752,-0.0820622536137171,-0.0781830775977242,-0.15422,-0.146929845284015
1971-04,,,,,,,,,,,,,,,,21.51,16.78,,,,,,,,,,82.7542565261625,208.335935673831,1.87804771698291,0.532110801,,0.0875655181451312,2.787769698556,26.9012555721214,29.1089573971891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59271973909386,4.76190365855871,21.8426157134529,23.6187900666656,,1.33333319712779,6.29370751761802,20.6461269227383,,,,,,,,0.690817844078052,4.89259701937456,22.4356806605018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.3654919771818,1.83426233439678,10.9899618336389,11.9393710166781,34614.0709141516,1.43311907178748,12.4950116000334,10.9899618336389,11.9393710166781,11.1632720312906,,,,,,,,,,,,,,,,,,,,60708.0,55388.0098133908,46.605,52.1481638863835,1.879805392,2.07496704973157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16544923870334,6.48813689088134,26.6727733470052,27.0245628868549,,,,,,,,,26.0768811452166,26.0910211257732,0.667495546707535,7.20069904928481,27.4599642970818,27.0159816692905,34.5924166578565,33.4143722253525,10.3800034560743,53.1263270849154,82.8494109640096,,,,,,,,16.6431266954511,17.3698716802752,0.814015218545376,6.65543386689131,12.1427524744562,0.26007326415788,0.251239521127638,-3.27678956611468,4.57549148733784,0.48843,0.47183980906964,0.338974347799168,0.328575322927576,-2.76940686414229,12.5841449723566,0.63661,0.617080135081057,-0.0789010836412886,-0.0773358017999381,-0.14818,-0.145240326011417
1971-05,,,,,,,,,,,,,,,,20.15,16.1,,,,,,,,,,84.6808234788543,199.544590492354,1.79879799132286,0.5495313408,,-0.962377988324638,1.16175190425958,26.6423638099124,28.8288191985678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0841744219394851,4.21422276538048,21.8242298179396,23.5989090866579,,0.164471567420919,6.46853044444206,20.6800839312999,,,,,,,,0.437887984848885,5.02570513261536,22.5339238104332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.5230958675152,1.85969782635553,12.732019609074,12.664780997314,40100.869893825,6.07578053837697,19.3030917797773,12.732019609074,12.664780997314,11.2238596678241,,,,,,,,,,,,,,,,,,,,63286.0,55971.7427461516,41.129,53.8369713369225,1.654752934,2.06439357389182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58948711199302,4.60670213053221,27.8161159508405,27.4541148310139,,,,,,,,,26.1136921010963,24.6306433766901,0.566598533919996,5.12821542132986,28.5997457019288,27.1690538253528,35.9192490776099,33.6656016967684,-5.26987347140979,20.7472156184297,72.7610960768745,,,,,,,,16.22542814576,17.3097302610517,0.640688081446382,7.98568603446652,12.2205496423195,0.252101682449903,0.259494188621605,3.28557682999808,15.7949776751357,0.45348,0.4667776252525,0.340054860496122,0.352976036393766,7.42621608000944,26.7811290076279,0.61169,0.634932585250212,-0.0879531780462185,-0.0934818477721608,-0.15821,-0.168154959997713
1971-06,,,,,,,,,,,,,,,,18.83,15.44,,,,,,,,,,84.742525504467,199.544590492354,1.79879799132286,0.5526274083,,2.91519389930495,2.01401167142483,27.4190403743295,29.6692351770861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09519567900899,4.25716683311574,22.0632478398827,23.8573633192682,,0.0,4.63917533011243,20.6800839312999,,,,,,,,0.626975720219678,5.56167734258017,22.6752060415374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.4735632162676,1.85170381459707,13.6318905129412,12.0657629193915,42935.1104263715,-4.72979420686048,13.3013570719687,13.6318905129412,12.0657629193915,11.2693003952242,,,,,,,,,,,,,,,,,,,,65569.0,56584.3334520879,37.484,53.7107174077108,1.504758471,2.07542684318429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.76350702287301,5.65868362648648,27.2470550201645,26.9699595879013,,,,,,,,,26.603277814297,25.8322191421839,-0.272500915248706,8.04117567565964,28.1262980394194,27.0950179050143,35.3506066120013,33.1989613815437,0.629682637091797,30.6426917695146,70.2137382314336,,,,,,,,16.4774876154012,17.5035214745919,-0.828464288828823,5.66809143281917,12.1193067526343,0.268545997010343,0.264306264087101,1.85440586976419,5.08693187021396,0.48306,0.475433576933928,0.363687308500323,0.356609100220986,1.02926642395836,15.9475174182836,0.6542,0.641467733164964,-0.0951413114899806,-0.092302836133885,-0.17114,-0.166034156231036
1971-07,,,,,,,,,,,,,,,,16.13,14.43,,,,,,,,,,84.6262868000544,199.544590492354,1.79879799132286,0.5508523296,,0.772530802773122,1.90972115856531,27.630860907046,29.8984391577763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750000367538378,4.40414280199676,22.2287222797727,24.0362936318477,,0.492611217540806,4.61538466911462,20.7819563445423,,,,,,,,0.581755989690007,5.89911824201389,22.8071204108586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.500581026039,1.85606418464714,13.080431164161,12.1429461426291,41198.2296897597,0.639687881762537,12.1586852601754,13.080431164161,12.1429461426291,11.2693003952242,,,,,,,,,,,,,,,,,,,,62180.0,57262.0257964589,34.297,52.496650703173,1.363569318,2.04354679000223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.795554703966269,4.8124616329036,23.7439368138931,27.1845203700607,,,,,,,,,24.4387936085676,26.1574448063885,0.82009602519521,6.94459316701446,24.2159710693551,27.3172230698792,31.8913649462157,33.563352350147,4.71494864376689,36.6117337646376,69.8364959245515,,,,,,,,18.1554835132982,17.9305182092518,-0.553992261695389,2.60388314280529,12.0521667310536,0.264865761635423,0.260401739624502,-1.47727276766793,8.20061428783458,0.47644,0.468410126173534,0.348860740909826,0.348303839005676,-2.32895380688942,13.9405931171843,0.62753,0.626528245973451,-0.0839949792744021,-0.0879020993811734,-0.15109,-0.158118119799917
1971-08,,,,,,,,,,,,,,,,13.43,13.42,,,,,,,,,,83.9079620614278,199.544590492354,1.79879799132286,0.56004421,,1.10732572403705,4.39753666722841,27.9368245376427,30.2295122656559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.661704899298716,5.18582687143301,22.3758108241495,24.1953429644194,,-0.163396592691143,3.91156645771391,20.7479993359808,,,,,,,,0.332562331845673,5.5278817532752,22.8829683023238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.595143360239,1.87132547982239,11.8113824535792,12.1802228679525,37201.2238105274,0.306982546785263,11.8965830671594,11.8113824535792,12.1802228679525,11.2693003952242,,,,,,,,,,,,,,,,,,,,58838.0,56585.4959547912,32.136,51.4679231818914,1.265520206,2.01271602413001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374858040662269,3.76376850447416,24.5479311563161,27.2864237304833,,,,,,,,,24.1921602041733,26.0016946886448,0.204484310238408,6.69931572375189,25.0751908952992,27.37308250505,31.0857881199368,33.3571268527979,-4.66334319526687,20.4775674513468,50.8265949344525,,,,,,,,17.6153560783528,17.5950645384355,-0.716243699708188,-1.40498770635757,11.9658438461641,0.251495722244667,0.274106407751312,5.26289422896031,12.1201116214012,0.45239,0.493062055671786,0.326762650856496,0.356979989699829,2.49097188217094,14.882723930223,0.58778,0.642134888414508,-0.0752669286118293,-0.0828735819485166,-0.13539,-0.149072832742722
1971-09,,,,,,,,,,,,,,,,10.82,12.44,,,,,,,,,,84.0131135598806,196.481123120542,1.77118231433908,0.5695525773,,-0.084245848036739,4.95575049039668,27.9132889228964,30.2040451566903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328677574039045,5.34943917449409,22.4493550963378,24.2748676307053,,0.163664014113666,2.68456352832267,20.7819563445423,,,,,,,,0.575340735743281,5.58900878956579,23.0146233405143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.6086522651247,1.87350566484742,11.0984078143614,12.2717177584634,34955.6332347405,0.75117583235418,10.9725714102586,11.0984078143614,12.2717177584634,11.2844473043575,,,,,,,,,,,,,,,,,,,,57525.0,57082.5571035345,34.551,50.9542242399154,1.352418253,2.01426352573972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19042116458815,4.50669914738125,26.8763823038526,27.3383828563254,,,,,,,,,26.4229041304863,26.2284173209207,1.15806131875312,7.87582969063823,28.1613682367822,27.6900795852913,34.4028691693203,33.4328459175542,-5.81084186459669,24.1114338131063,49.624864286756,,,,,,,,17.5793475826898,17.9546820498943,-2.03063769148557,-5.99094094521836,11.7228609109196,0.290207278967668,0.276128535942453,0.737716497665827,12.3219982751666,0.51401,0.489073979345615,0.379040595970786,0.370741857498046,3.85508101162464,21.8123938183163,0.67135,0.656651421185758,-0.0888333170031184,-0.0946133215555936,-0.15734,-0.167577441840144
1971-10,,,,,,,,,,,,,,,,10.15,11.43,,,,,,,,,,83.852632339359,195.054192265777,1.75831922269137,0.5667317158,,0.421586696399214,4.47368574578236,28.0309676355228,30.3313813928453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409500260952449,5.32646049218122,22.5412852640395,24.3742732769989,,0.653596385879018,3.70370421326433,20.9177864601252,,,,,,,,0.254688852337476,5.52497923202959,23.07323902057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.689705694439,1.88658677499764,12.7020239122784,12.3938591855366,40006.3952094068,0.995308313613896,11.2030111113001,12.7020239122784,12.3938591855366,11.2844473043575,,,,,,,,,,,,,,,,,,,,55681.0,57890.4890177228,44.812,50.4585267177712,1.754396954,1.99775985848378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23653378686935,4.86420879907067,28.0145041652046,27.6764311971275,,,,,,,,,26.312471262847,25.496080036426,0.300401471352602,7.22158258007097,29.5115708258064,27.7732609917843,35.3032197398673,34.0954939813753,14.3565671568052,50.1053695991584,64.776782097195,,,,,,,,18.141080115033,17.8543605050996,0.536363636363635,-5.03220266208674,11.7857380739872,0.282081884562926,0.271019515706737,-1.85023261658876,11.3160977110351,0.49599,0.476538824191659,0.362926135234553,0.351757161241728,-5.12073181712917,12.0641607770951,0.63814,0.618501378330677,-0.0808442506716264,-0.0807376455349918,-0.14215,-0.141962554139018
1971-11,,,,,,,,,,,,,,,,9.5,10.45,,,,,,,,,,83.6095645598225,195.054192265777,1.75831922269137,0.5704882777,,-0.33585389953085,3.94045544766127,27.9368245376427,30.2295122656559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0815654267176376,5.05136865513063,22.5596711595527,24.3941542570066,,0.162335573251376,3.52348920242449,20.9517434686867,,,,,,,,0.281626346335243,5.43600071332764,23.1382193406048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.7032145993247,1.88876696002267,15.9277149984483,12.722186288403,50166.0574260736,2.64911112794915,15.228680820755,15.9277149984483,12.722186288403,11.2920207589242,,,,,,,,,,,,,,,,,,,,53289.0,57379.1653446494,55.715,50.103285749369,2.177591232,2.00913141654393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.40007440614087,2.47206624636956,28.7610703403116,27.2889405674034,,,,,,,,,26.8167813583996,25.8675606329591,0.787588938642627,7.57400922544121,31.0195892972959,27.9920001232559,36.014022821878,33.802205673977,-9.37213351271613,38.0245908764565,51.1104989386009,,,,,,,,19.5238063484932,18.0343688389627,-1.22976761009133,-4.8933391380061,11.6408008845431,0.294275347344493,0.276116670784887,1.88073359398452,11.7856799857804,0.51743,0.485501249946611,0.386317792147138,0.359462459529333,2.19051639500498,13.8877153534086,0.67927,0.632049752426342,-0.0920424448026453,-0.0833457887444452,-0.16184,-0.146548502479732
1971-12,,,,,,,,,,,,,,,,8.83,9.44,,,,,,,,,,83.567841386026,191.539266544435,1.72663386699418,0.5803544128,,0.673969071221919,4.1848295641648,28.1251100945079,30.4332498287076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325998866154768,4.85519609115774,22.6332154317411,24.4736789232925,,0.16207578329317,3.34448305651833,20.9857011710272,,,,,,,,0.0413805321194522,5.03347247949292,23.147794058891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.7122205359152,1.89022041670603,13.3319335449854,12.59824236332,41990.3635821893,-0.974234477261162,11.9408891232344,13.3319335449854,12.59824236332,11.2920207589242,,,,,,,,,,,,,,,,,,,,47168.0,57664.9901012645,67.222,49.974465260988,2.66287015,1.9704503502545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39543643676595,10.8322208439168,28.3381901991671,27.9426297929624,,,,,,,,,22.8485603145623,24.5412053049391,-6.15078982586104,2.88810238324792,26.7234901600185,26.2702710276197,38.3833664285805,34.9894696820476,0.0206360782403831,1161.20698433504,37.3469883813259,,,,,,,,27.0783887385963,18.4604604012762,-0.769019500137316,-4.5106158047749,11.5512808557688,0.29959449417063,0.283238415023108,2.57925181336458,17.5282271184609,0.51729,0.489049039812652,0.398671665810851,0.390573976173594,8.65501134249118,24.5894379683757,0.68836,0.674378254827905,-0.0990771716402206,-0.107335561150486,-0.17107,-0.185329215015253
1972-01,,,,,,,,,,,,,,,,10.19,11.82,,,,,,,,,,83.5054978480897,188.975628059602,1.7035239057288,0.5908260011,,0.167363716388572,3.72617023947234,28.1721813240004,30.4841840466388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812347392520426,5.34804687008348,22.8170757671444,24.6724902158797,,1.94174904926373,4.6511640535167,21.3931908239969,,,,,,,,0.903637861488394,5.90065921867923,23.3569662901065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,11.8698244262486,1.91565590866478,11.0753342014417,12.6368795236548,34882.9604005727,0.306686910924478,9.69354858330971,11.0753342014417,12.6368795236548,11.6479731235583,,,,,,,,,,,,,,,,,,,,49483.0,58517.5201513197,79.874,49.0646736304293,3.176291032,2.00536733888998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04418447555884,3.4342086575621,25.2370691641071,28.513828693253,,,,,,,,,25.0645798585234,26.0841656507946,8.76084349205722,4.20249698245886,25.7011062377926,28.5717683572887,29.1903132345748,35.0672061945043,14.1140825945978,-49.2501059541904,48.0303349483884,,,,,,,,15.404434444643,18.1519612760306,0.488974997693499,-3.75541221171691,11.6077637310669,0.232881968175419,0.286740869717315,1.23657474001915,17.2583122259331,0.39672,0.488469926312913,0.356384784480184,0.393005341669947,0.622510880057209,25.5967772380857,0.60711,0.669493994613869,-0.123502816304765,-0.106264471952632,-0.21039,-0.181024068300956
1972-02,,,,,,,,,,,,,,,,11.46,14.05,,,,,,,,,,83.6319960138426,186.790892118126,1.68382956766931,0.5936331023,,0.0,4.35919716683648,28.1721813240004,30.4841840466388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483480286171231,5.67796602351769,22.9273918303593,24.791776842181,,0.158728115132096,5.34223658345714,21.4271478325585,,,,,,,,0.868787600646909,6.09660492817705,23.5598887171222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,12.1174876824867,1.9556259674571,10.773069872194,12.7292888677635,33930.9462729737,0.731267113338224,9.15892670398971,10.773069872194,12.7292888677635,11.6706934872584,,,,,,,,,,,,,,,,,,,,56372.0,61044.720291065,73.106,48.9345196410448,2.919533712,2.00137609578395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.15394810664203,1.89433067650362,26.3438665705595,27.614517333051,,,,,,,,,25.7639880202387,24.6859348313789,-6.53080689486031,-0.568484308643342,27.1153470046245,26.7058013394274,31.6070437134114,33.3675074978654,-0.97328326809789,12.0137259873711,59.1570384534362,,,,,,,,15.440442940306,18.2249914769988,1.0374586852736,-3.28675630547501,11.7281894840609,0.282522654984894,0.286566696025151,-0.0607425416317731,14.5640397028347,0.47572,0.482529475876453,0.380537325334484,0.388100650125255,-1.24799615288952,17.5106321710852,0.64076,0.653495349912587,-0.09801467034959,-0.101533954100104,-0.16504,-0.170965874036134
