,id,name
0,LCEAPR01,Labour Compensation > Earnings > Private sector > Hourly
1,XTNTVA01,International Trade > Net trade > Value (goods) > Total
2,BSEMFT02,Business tendency surveys (manufacturing) > Employment > Future Tendency > National indicator
3,XTIMVA01,International Trade > Imports > Value (goods) > Total
4,PRMNTO01,Production > Manufacturing > Total manufacturing > Total manufacturing
5,SLRTTO01,Sales > Retail trade > Total retail trade > Volume
6,CPALWE01,Consumer Price Index > All items > All items: wage earners > Total
7,CPGRLE01,Consumer Price Index > OECD Groups > All items non-food non-energy > Total
8,MABMM301,Monetary aggregates and their components > Broad money and components > M3 > M3
9,SLRTCR03,Sales > Retail trade > Car registration > Passenger cars
10,IRSTCI01,Interest Rates > Immediate rates (< 24 hrs) > Call money/interbank rate > Total
11,PRMNCG01,Production > Manufacturing > Consumer goods > Total
12,PRCNTO01,Production > Construction > Total construction > Total
13,CPGREN01,"Consumer Price Index > OECD Groups > Energy (Fuel, electricity & gasoline) > Total"
14,BSOITE02,Business tendency surveys (manufacturing) > Orders inflow > Tendency > National indicator
15,IRLTCT01,Interest Rates > Long-term government bond yields > Combined terms > Total
16,STMNIS01,Short term statistics > Stocks - Manufacturing > Inventories to shipments > Total
17,SLWHTO02,Sales > Wholesale trade > Total wholesale trade > Value
18,IR3TIB01,Interest Rates > 3-month or 90-day rates and yields > Interbank rates > Total
19,CCEUSP01,"Currency Conversions > EURO exchange rate > Spot, end of period > EUR:national currency"
20,ODMNTO02,Orders > Manufacturing > Total orders > Value
21,BSCICP02,Business tendency surveys (manufacturing) > Confidence indicators > Composite indicators > National indicator
22,CSCICP02,Consumer opinion surveys > Confidence indicators > Composite indicators > National indicator
23,XTEXVA01,International Trade > Exports > Value (goods) > Total
24,PRMNIG01,Production > Manufacturing > Intermediate goods > Total
25,CSCICP03,Consumer opinion surveys > Confidence indicators > Composite indicators > OECD Indicator
26,CCRETT01,Currency Conversions > Real effective exchange rates > Overall Economy > CPI
27,HOOVMN02,Hours > Overtime hours > Manufacturing > Weekly
28,BSCICP03,Business tendency surveys (manufacturing) > Confidence indicators > Composite indicators > OECD Indicator
29,IRSTPI01,Interest Rates > Immediate rates (< 24 hrs) > Prime rates > Total
30,SPASTT01,Share Prices > All shares/broad > Total > Total
31,CSINFT02,Consumer opinion surveys > Consumer prices (inflation) > Future tendency > National indicator
32,HOHWMN02,Hours > Hours worked > Manufacturing > Weekly
33,WSCNDW01,Work Started > Construction > Dwellings / Residential buildings > Total
34,IRSTFR01,Interest Rates > Immediate rates (< 24 hrs) > Federal funds rate > Total
35,CPALCY01,Consumer Price Index > All items > All items: City > Total
36,SLRTTO02,Sales > Retail trade > Total retail trade > Value
37,BSOBLV02,Business tendency surveys (manufacturing) > Order books > Level > National indicator
38,SLMNTO02,Sales > Manufacturing > Total manufacturing > Value
39,CPHPTT01,Consumer Price Index > Harmonised prices > All items > Total
40,IRLTLT01,Interest Rates > Long-term government bond yields > 10-year > Main (including benchmark)
41,LCEAMN01,Labour Compensation > Earnings > Manufacturing > Hourly
42,CPALTT01,Consumer Price Index > All items > Total > Total
43,IR3TCD01,Interest Rates > 3-month or 90-day rates and yields > Certificates of deposit > Total
44,PRINTO01,Production > Industry > Total industry > Total industry excluding construction
45,BSPRTE02,Business tendency surveys (manufacturing) > Production > Tendency > National indicator
46,MANMM101,Monetary aggregates and their components > Narrow money and components > M1 and components > M1
47,PITGND01,Producer Prices Index > Type of goods > Non durable consumer goods > Total
48,PIEAEN01,Producer Prices Index > Economic activities > Energy > Total
49,PIEAFD01,Producer Prices Index > Economic activities > Manufacture of food products > Total
50,PITGCG01,Producer Prices Index > Type of goods > Consumer goods > Total
51,PISPFG01,Producer Prices Index > Stage of processing > Finished goods > Total
52,PIEAMI01,Producer Prices Index > Economic activities > Mining and quarrying activities > Total
53,PITGVG01,Producer Prices Index > Type of goods > Investments goods > Total
54,PIEAMP01,Producer Prices Index > Economic activities > Manufacturing > Total
55,PISPPR01,Producer Prices Index > Stage of processing > Primary products > Total
56,PISPIG01,Producer Prices Index > Stage of processing > Intermediate goods > Total
57,PITGIG01,Producer Prices Index > Type of goods > Intermediate goods > Total
58,PITGCD01,Producer Prices Index > Type of goods > Durable consumer goods > Total
59,PIEAMP02,Producer Prices Index > Economic activities > Manufacturing > Domestic
60,LOCOBSNO,Leading Indicators OECD > Component series > BTS - Business situation > Normalised
61,LOCOBSOR,Leading Indicators OECD > Component series > BTS - Business situation > Original series
62,LOCOCINO,Leading Indicators OECD > Component series > CS - Confidence indicator > Normalised
63,LOCOCIOR,Leading Indicators OECD > Component series > CS - Confidence indicator > Original series
64,LOCODWNO,Leading Indicators OECD > Component series > Construction > Normalised
65,LOCODWOR,Leading Indicators OECD > Component series > Construction > Original series
66,LOCOHSNO,Leading Indicators OECD > Component series > Hours > Normalised
67,LOCOHSOR,Leading Indicators OECD > Component series > Hours > Original series
68,LOCOODNO,Leading Indicators OECD > Component series > Orders > Normalised
69,LOCOODOR,Leading Indicators OECD > Component series > Orders > Original series
70,LOCOSINO,Leading Indicators OECD > Component series > Interest rate spread > Normalised
71,LOCOSIOR,Leading Indicators OECD > Component series > Interest rate spread > Original series
72,LOCOSPNO,Leading Indicators OECD > Component series > Share prices > Normalised
73,LOCOSPOR,Leading Indicators OECD > Component series > Share prices > Original series
74,LOLITOAA,Leading Indicators OECD > Leading indicators > CLI > Amplitude adjusted
75,LOLITONO,Leading Indicators OECD > Leading indicators > CLI > Normalised
76,LOLITOTR,Leading Indicators OECD > Leading indicators > CLI > Trend restored
77,LORSGPNO,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Normalised
78,LORSGPRT,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Ratio to trend
79,LORSGPTD,Leading Indicators OECD > Reference series > Gross Domestic Product (GDP) > Trend
80,LRAC24FE,Labour Force Survey - quarterly rates > Activity rate > Aged 15-24 > Females
81,LRAC24MA,Labour Force Survey - quarterly rates > Activity rate > Aged 15-24 > Males
82,LRAC24TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-24 > All persons
83,LRAC25FE,Labour Force Survey - quarterly rates > Activity rate > Aged 25-54 > Females
84,LRAC25MA,Labour Force Survey - quarterly rates > Activity rate > Aged 25-54 > Males
85,LRAC25TT,Labour Force Survey - quarterly rates > Activity rate > Aged 25-54 > All persons
86,LRAC55FE,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > Females
87,LRAC55MA,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > Males
88,LRAC55TT,Labour Force Survey - quarterly rates > Activity rate > Aged 55-64 > All persons
89,LRAC64FE,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > Females
90,LRAC64MA,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > Males
91,LRAC64TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-64 > All persons
92,LRAC74FE,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > Females
93,LRAC74MA,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > Males
94,LRAC74TT,Labour Force Survey - quarterly rates > Activity rate > Aged 15-74 > All persons
95,LRACTTFE,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > Females
96,LRACTTMA,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > Males
97,LRACTTTT,Labour Force Survey - quarterly rates > Activity rate > Aged 15 and over > All persons
98,LREM24FE,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > Females
99,LREM24MA,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > Males
100,LREM24TT,Labour Force Survey - quarterly rates > Employment rate > Aged 15-24 > All persons
101,LREM25FE,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > Females
102,LREM25MA,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > Males
103,LREM25TT,Labour Force Survey - quarterly rates > Employment rate > Aged 25-54 > All persons
104,LREM55FE,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > Females
105,LREM55MA,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > Males
106,LREM55TT,Labour Force Survey - quarterly rates > Employment rate > Aged 55-64 > All persons
107,LREM64FE,Labour Force Survey - quarterly rates > Employment rate > Aged 15-64 > Females
108,LREM64MA,Labour Force Survey - quarterly rates > Employment rate > Aged 15-64 > Males
109,LREM64TT,Labour Force Survey - quarterly rates > Employment rate > Aged 15-64 > All persons
110,LREM74FE,Labour Force Survey - quarterly rates > Employment rate > Aged 15-74 > Females
111,LREM74MA,Labour Force Survey - quarterly rates > Employment rate > Aged 15-74 > Males
