country,EST,EST
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1995-Q1,,45.09821
1995-Q2,,44.65248
1995-Q3,,44.50169
1995-Q4,,45.02236
1996-Q1,0.7296268,45.42725
1996-Q2,3.467308,46.20072
1996-Q3,7.119855,47.67015
1996-Q4,8.032598,48.63882
1997-Q1,10.95175,50.40233
1997-Q2,13.67932,52.52066
1997-Q3,13.14252,53.9352
1997-Q4,14.36216,55.62441
1998-Q1,11.26436,56.07983
1998-Q2,6.173123,55.76283
1998-Q3,3.28342,55.70612
1998-Q4,-1.676424,54.69191
1999-Q1,-3.214107,54.27737
1999-Q2,-1.809842,54.7536
1999-Q3,-0.6961461,55.31833
1999-Q4,3.765004,56.75106
2000-Q1,8.528629,58.90649
2000-Q2,10.27886,60.38165
2000-Q3,10.49984,61.12666
2000-Q4,10.13356,62.50197
2001-Q1,7.634575,63.40374
2001-Q2,5.135469,63.48253
2001-Q3,5.998787,64.79353
2001-Q4,5.187263,65.74411
2002-Q1,4.413931,66.20235
2002-Q2,7.93121,68.51746
2002-Q3,7.867074,69.89088
2002-Q4,7.085632,70.4025
2003-Q1,8.783747,72.01739
2003-Q2,7.542119,73.68513
2003-Q3,6.465871,74.40993
2003-Q4,8.451928,76.35286
2004-Q1,8.478725,78.12354
2004-Q2,5.302911,77.59259
2004-Q3,6.635266,79.34723
2004-Q4,6.081763,80.99646
2005-Q1,5.498247,82.41897
2005-Q2,10.4264,85.6827
2005-Q3,10.57055,87.73467
2005-Q4,10.82048,89.76067
2006-Q1,11.40967,91.82271
2006-Q2,9.410872,93.74619
2006-Q3,9.299085,95.89319
2006-Q4,9.482544,98.27226
2007-Q1,10.5725,101.5307
2007-Q2,8.726489,101.9269
2007-Q3,6.505878,102.1319
2007-Q4,3.30356,101.5187
2008-Q1,-2.231635,99.26487
2008-Q2,-1.6224,100.2733
2008-Q3,-1.772981,100.3211
2008-Q4,-12.83865,88.48512
2009-Q1,-13.22356,86.13852
2009-Q2,-16.99501,83.23183
2009-Q3,-18.66662,81.59454
2009-Q4,-7.35495,81.97708
2010-Q1,-3.519526,83.10685
2010-Q2,1.115471,84.16026
2010-Q3,4.65629,85.39382
2010-Q4,6.35662,87.18805
2011-Q1,7.037821,88.95576
2011-Q2,7.71603,90.65408
2011-Q3,7.933405,92.16846
2011-Q4,5.677474,92.13813
2012-Q1,4.192471,92.6852
2012-Q2,3.49416,93.82169
2012-Q3,2.302597,94.29073
2012-Q4,3.245201,95.1282
2013-Q1,3.127681,95.58411
2013-Q2,1.617109,95.33888
2013-Q3,0.8601781,95.10179
2013-Q4,-0.07765521,95.05433
2014-Q1,1.078259,96.61475
2014-Q2,1.751808,97.00903
2014-Q3,3.372777,98.30936
2014-Q4,4.973339,99.7817
2015-Q1,1.835318,98.38794
2015-Q2,3.421854,100.3285
2015-Q3,2.813996,101.0758
2015-Q4,1.109259,100.8885
2016-Q1,4.206458,102.5266
2016-Q2,2.000614,102.3357
2016-Q3,2.375349,103.4767
2016-Q4,3.794324,104.7166
2017-Q1,4.150612,106.7821
2017-Q2,6.325984,108.8095
2017-Q3,5.531042,109.2
2017-Q4,5.788773,110.7784
2018-Q1,4.843951,111.9545
2018-Q2,3.687958,112.8223
2018-Q3,4.024762,113.5951
2018-Q4,3.954148,115.1587
2019-Q1,4.546281,117.0443
2019-Q2,4.184213,117.543
2019-Q3,4.196389,118.362
2019-Q4,3.156877,118.7941
2020-Q1,0.269649,117.3599
2020-Q2,-5.957904,110.5399
2020-Q3,-3.22862,114.5405
2020-Q4,-1.462551,117.0567
2021-Q1,3.063875,120.9557
2021-Q2,12.06957,123.8816
2021-Q3,9.264127,125.1517
2021-Q4,8.804095,127.3625
