country,HUN,HUN
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1995-Q1,,63.52843
1995-Q2,,63.40807
1995-Q3,,63.40644
1995-Q4,,63.14434
1996-Q1,0.00880317,63.53402
1996-Q2,-0.4128209,63.14631
1996-Q3,-0.5583002,63.05244
1996-Q4,1.109336,63.84483
1997-Q1,1.495651,64.48428
1997-Q2,3.164665,65.14468
1997-Q3,4.244452,65.72867
1997-Q4,3.82767,66.2886
1998-Q1,3.685464,66.86082
1998-Q2,4.175231,67.86462
1998-Q3,4.181287,68.47697
1998-Q4,3.357826,68.51445
1999-Q1,2.54516,68.56253
1999-Q2,2.071229,69.27026
1999-Q3,3.038158,70.55741
1999-Q4,4.146902,71.35568
2000-Q1,4.942544,71.95126
2000-Q2,5.000238,72.73393
2000-Q3,3.990068,73.3727
2000-Q4,4.771143,74.76016
2001-Q1,4.629365,75.28215
2001-Q2,4.338376,75.8894
2001-Q3,4.367241,76.57706
2001-Q4,3.18726,77.14296
2002-Q1,4.806001,78.90022
2002-Q2,4.527446,79.32526
2002-Q3,4.549382,80.06084
2002-Q4,5.055114,81.04263
2003-Q1,3.50282,81.66394
2003-Q2,4.017394,82.51206
2003-Q3,4.299079,83.50272
2003-Q4,4.099642,84.36508
2004-Q1,4.891748,85.65874
2004-Q2,5.023554,86.6571
2004-Q3,5.036873,87.70866
2004-Q4,4.38027,88.0605
2005-Q1,3.835309,88.94402
2005-Q2,4.590105,90.63475
2005-Q3,4.10926,91.31283
2005-Q4,4.864375,92.34409
2006-Q1,4.689067,93.11466
2006-Q2,4.141542,94.38843
2006-Q3,3.936068,94.90697
2006-Q4,3.747234,95.80444
2007-Q1,1.640537,94.64224
2007-Q2,0.1211899,94.50282
2007-Q3,0.08829305,94.99076
2007-Q4,-0.5417945,95.28538
2008-Q1,1.603363,96.1597
2008-Q2,2.370605,96.7431
2008-Q3,1.642726,96.5512
2008-Q4,-2.214487,93.1753
2009-Q1,-7.093568,89.33855
2009-Q2,-7.622652,89.36871
2009-Q3,-7.448482,89.3596
2009-Q4,-4.122872,89.3338
2010-Q1,0.03103074,89.36626
2010-Q2,0.8039546,90.0872
2010-Q3,1.62745,90.81388
2010-Q4,1.633924,90.79345
2011-Q1,2.510355,91.60968
2011-Q2,1.627229,91.55312
2011-Q3,1.033523,91.75246
2011-Q4,2.320735,92.90052
2012-Q1,-0.3919007,91.25066
2012-Q2,-0.9578966,90.67614
2012-Q3,-0.8529322,90.96988
2012-Q4,-2.204932,90.85213
2013-Q1,-0.2330425,91.03801
2013-Q2,1.387943,91.93468
2013-Q3,2.612892,93.34682
2013-Q4,3.649304,94.16759
2014-Q1,4.251297,94.9083
2014-Q2,4.601592,96.16513
2014-Q3,3.983749,97.06553
2014-Q4,3.662623,97.6166
2015-Q1,4.568567,99.24426
2015-Q2,3.319136,99.35699
2015-Q3,3.120754,100.0947
2015-Q4,3.599281,101.1301
2016-Q1,1.36434,100.5983
2016-Q2,2.60798,101.9482
2016-Q3,2.363945,102.4609
2016-Q4,2.194299,103.3492
2017-Q1,4.204525,104.828
2017-Q2,4.07211,106.0996
2017-Q3,4.466858,107.0377
2017-Q4,5.050275,108.5686
2018-Q1,5.450014,110.5411
2018-Q2,5.17978,111.5954
2018-Q3,5.707577,113.1469
2018-Q4,5.261079,114.2805
2019-Q1,5.188948,116.277
2019-Q2,4.660532,116.7963
2019-Q3,4.433291,118.1631
2019-Q4,3.946814,118.7909
2020-Q1,1.623153,118.1644
2020-Q2,-13.23542,101.3378
2020-Q3,-4.416368,112.9445
2020-Q4,-3.479314,114.6578
2021-Q1,-1.250521,116.6867
2021-Q2,17.66122,119.2353
2021-Q3,6.540432,120.3316
2021-Q4,7.011233,122.6967
