country,ISR,ISR
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1995-Q1,,46.14505
1995-Q2,,47.23201
1995-Q3,,47.79033
1995-Q4,,48.17017
1996-Q1,6.229561,49.01968
1996-Q2,5.167552,49.67274
1996-Q3,5.190697,50.27098
1996-Q4,6.091272,51.10435
1997-Q1,5.187742,51.5627
1997-Q2,4.436943,51.8767
1997-Q3,3.185296,51.87226
1997-Q4,3.305771,52.79374
1998-Q1,3.85918,53.5526
1998-Q2,3.241507,53.55828
1998-Q3,4.213878,54.0581
1998-Q4,3.106526,54.4338
1999-Q1,0.8411625,54.00306
1999-Q2,4.939647,56.20387
1999-Q3,4.304348,56.38494
1999-Q4,5.383949,57.36448
2000-Q1,8.548333,58.61942
2000-Q2,7.504382,60.42162
2000-Q3,10.44572,62.27476
2000-Q4,8.532908,62.25934
2001-Q1,4.948801,61.52038
2001-Q2,1.476871,61.31397
2001-Q3,-2.568485,60.67524
2001-Q4,-2.949407,60.42306
2002-Q1,-1.508983,60.59205
2002-Q2,-0.6366037,60.92365
2002-Q3,0.4578891,60.95307
2002-Q4,0.6644818,60.82456
2003-Q1,1.516191,61.51074
2003-Q2,0.7619385,61.38785
2003-Q3,1.633568,61.94878
2003-Q4,2.275155,62.20842
2004-Q1,3.452129,63.63417
2004-Q2,4.41577,64.09859
2004-Q3,4.745791,64.88873
2004-Q4,5.679553,65.74158
2005-Q1,4.115329,66.25292
2005-Q2,4.551461,67.01601
2005-Q3,4.557743,67.8462
2005-Q4,5.013346,69.03743
2006-Q1,5.547547,69.92834
2006-Q2,6.642227,71.46737
2006-Q3,4.648987,71.00036
2006-Q4,4.337759,72.0321
2007-Q1,5.105726,73.49869
2007-Q2,4.557317,74.72437
2007-Q3,7.239256,76.14026
2007-Q4,7.14643,77.17982
2008-Q1,6.000027,77.90863
2008-Q2,4.177734,77.84615
2008-Q3,2.501775,78.04511
2008-Q4,0.2378788,77.36343
2009-Q1,-0.9255355,77.18755
2009-Q2,0.3309942,78.10382
2009-Q3,0.9390207,78.77797
2009-Q4,3.262038,79.88705
2010-Q1,5.127965,81.14571
2010-Q2,5.400531,82.32184
2010-Q3,5.756601,83.3129
2010-Q4,5.935955,84.6291
2011-Q1,5.655435,85.73485
2011-Q2,5.340732,86.71843
2011-Q3,6.20959,88.4863
2011-Q4,5.283448,89.10044
2012-Q1,4.304805,89.42557
2012-Q2,3.068686,89.37955
2012-Q3,1.961422,90.22189
2012-Q4,1.788642,90.69413
2013-Q1,2.763416,91.89677
2013-Q2,4.847162,93.71191
2013-Q3,4.917797,94.65881
2013-Q4,5.155211,95.36961
2014-Q1,4.91762,96.4159
2014-Q2,3.657993,97.13989
2014-Q3,3.557512,98.02631
2014-Q4,4.273297,99.44503
2015-Q1,3.29263,99.59052
2015-Q2,2.614077,99.67921
2015-Q3,1.990498,99.97752
2015-Q4,1.581218,101.0175
2016-Q1,2.294766,101.8759
2016-Q2,4.469234,104.1341
2016-Q3,5.264332,105.2407
2016-Q4,5.481633,106.5549
2017-Q1,4.787052,106.7527
2017-Q2,3.876008,108.1703
2017-Q3,4.311827,109.7785
2017-Q4,4.615842,111.4733
2018-Q1,5.724426,112.8637
2018-Q2,4.549568,113.0916
2018-Q3,3.925401,114.0877
2018-Q4,3.181039,115.0193
2019-Q1,3.656472,116.9906
2019-Q2,3.865966,117.4637
2019-Q3,4.157419,118.8308
2019-Q4,4.194472,119.8438
2020-Q1,1.231297,118.4311
2020-Q2,-7.94508,108.1311
2020-Q3,-1.13723,117.4794
2020-Q4,0.2675632,120.1644
2021-Q1,1.428678,120.1231
2021-Q2,15.41798,124.8028
2021-Q3,8.106133,127.0025
2021-Q4,10.53066,132.8185
2022-Q1,9.811794,131.9093
2022-Q2,7.441457,134.0899
