country,POL,POL
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1995-Q1,,44.14998
1995-Q2,,44.97971
1995-Q3,,46.23613
1995-Q4,,46.82808
1996-Q1,8.278889,47.80511
1996-Q2,8.410096,48.76254
1996-Q3,6.629217,49.30122
1996-Q4,1.649273,47.6004
1997-Q1,5.77677,50.5667
1997-Q2,5.146161,51.27194
1997-Q3,4.448204,51.49424
1997-Q4,10.03188,52.37561
1998-Q1,5.553034,53.37468
1998-Q2,4.136987,53.39305
1998-Q3,4.694005,53.91138
1998-Q4,3.27016,54.08838
1999-Q1,2.164412,54.52993
1999-Q2,4.243733,55.65891
1999-Q3,5.280387,56.75811
1999-Q4,6.469198,57.58746
2000-Q1,6.375252,58.00635
2000-Q2,5.366464,58.64583
2000-Q3,3.65772,58.83417
2000-Q4,3.991335,59.88597
2001-Q1,2.905024,59.69145
2001-Q2,1.48406,59.51617
2001-Q3,1.644774,59.80186
2001-Q4,-0.1266815,59.81011
2002-Q1,0.8735641,60.21289
2002-Q2,1.875557,60.63243
2002-Q3,2.345361,61.20443
2002-Q4,2.873045,61.52848
2003-Q1,2.586066,61.77004
2003-Q2,3.58283,62.80479
2003-Q3,3.934395,63.61245
2003-Q4,4.180913,64.10093
2004-Q1,6.099939,65.53797
2004-Q2,5.231612,66.09048
2004-Q3,3.85259,66.06318
2004-Q4,4.12107,66.74258
2005-Q1,2.553634,67.21157
2005-Q2,2.162444,67.51966
2005-Q3,4.146628,68.80257
2005-Q4,4.885026,70.00297
2006-Q1,5.747777,71.07475
2006-Q2,7.706923,72.72334
2006-Q3,7.38898,73.88638
2006-Q4,4.031922,72.82543
2007-Q1,7.034384,76.07442
2007-Q2,6.00871,77.09308
2007-Q3,6.153769,78.43317
2007-Q4,9.121843,79.46845
2008-Q1,5.910088,80.57048
2008-Q2,5.135044,81.05184
2008-Q3,3.366687,81.07378
2008-Q4,2.155922,81.18173
2009-Q1,2.187606,82.33305
2009-Q2,1.801174,82.51173
2009-Q3,2.504869,83.10457
2009-Q4,3.917428,84.36197
2010-Q1,2.025804,84.00095
2010-Q2,3.262753,85.20388
2010-Q3,3.74203,86.21436
2010-Q4,3.298469,87.14462
2011-Q1,5.339211,88.48594
2011-Q2,5.136995,89.5808
2011-Q3,5.071394,90.58663
2011-Q4,4.788861,91.31786
2012-Q1,3.525765,91.60574
2012-Q2,2.07428,91.43896
2012-Q3,0.9811843,91.47546
2012-Q4,0.1031465,91.41205
2013-Q1,-0.3691649,91.26757
2013-Q2,0.5705068,91.96062
2013-Q3,1.270904,92.63802
2013-Q4,1.932898,93.17895
2014-Q1,3.381218,94.35352
2014-Q2,3.739656,95.39964
2014-Q3,3.805392,96.16326
2014-Q4,4.08465,96.98499
2015-Q1,4.453974,98.55601
2015-Q2,3.878992,99.10018
2015-Q3,4.427188,100.4206
2015-Q4,4.370093,101.2233
2016-Q1,2.526961,101.0465
2016-Q2,3.452911,102.522
2016-Q3,2.67698,103.1088
2016-Q4,3.815473,105.0855
2017-Q1,5.255316,106.3568
2017-Q2,4.761007,107.4031
2017-Q3,5.704887,108.9911
2017-Q4,5.119022,110.4648
2018-Q1,5.74901,112.4713
2018-Q2,6.194263,114.0559
2018-Q3,5.948252,115.4741
2018-Q4,5.560843,116.6076
2019-Q1,5.123983,118.2343
2019-Q2,4.600933,119.3036
2019-Q3,4.084095,120.1902
2019-Q4,3.746183,120.9759
2020-Q1,3.076493,121.8717
2020-Q2,-7.251134,110.6527
2020-Q3,-1.710189,118.1347
2020-Q4,-2.229941,118.2782
2021-Q1,-0.4526269,121.3201
2021-Q2,12.02354,123.9571
2021-Q3,7.120281,126.5463
2021-Q4,8.73921,128.6148
2022-Q1,10.52415,134.088
2022-Q2,5.64641,130.9562
2022-Q3,4.477267,132.2121
