country,POL,POL
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1995-Q1,,44.15899
1995-Q2,,44.95729
1995-Q3,,46.55795
1995-Q4,,46.48917
1996-Q1,8.390993,47.86436
1996-Q2,8.802674,48.91474
1996-Q3,5.976144,49.34032
1996-Q4,1.826203,47.33815
1997-Q1,6.031058,50.75109
1997-Q2,5.178153,51.44762
1997-Q3,4.001961,51.3149
1997-Q4,10.21762,52.17499
1998-Q1,5.65878,53.62299
1998-Q2,3.950016,53.4798
1998-Q3,5.098163,53.93102
1998-Q4,3.584604,54.04526
1999-Q1,1.381266,54.36366
1999-Q2,4.012287,55.62557
1999-Q3,5.424282,56.85639
1999-Q4,7.256674,57.96714
2000-Q1,6.26486,57.76947
2000-Q2,5.105168,58.46535
2000-Q3,3.228054,58.69174
2000-Q4,4.21875,60.41264
2001-Q1,3.165385,59.59809
2001-Q2,1.475595,59.32806
2001-Q3,1.875577,59.79255
2001-Q4,-0.7337566,59.96935
2002-Q1,0.8357521,60.09618
2002-Q2,2.210853,60.63972
2002-Q3,2.66695,61.38719
2002-Q4,2.460812,61.44508
2003-Q1,2.601923,61.65984
2003-Q2,3.814284,62.95269
2003-Q3,3.692229,63.65374
2003-Q4,3.884648,63.83201
2004-Q1,6.615241,65.73878
2004-Q2,5.270864,66.27084
2004-Q3,3.587099,65.93707
2004-Q4,4.392887,66.63608
2005-Q1,2.481864,67.37034
2005-Q2,1.808896,67.4696
2005-Q3,4.301784,68.77354
2005-Q4,5.106057,70.03855
2006-Q1,5.523386,71.09146
2006-Q2,7.791323,72.72638
2006-Q3,7.493571,73.92713
2006-Q4,3.970185,72.81921
2007-Q1,7.131879,76.16161
2007-Q2,5.917075,77.02966
2007-Q3,5.965106,78.33696
2007-Q4,9.02263,79.38942
2008-Q1,6.237086,80.91188
2008-Q2,5.295236,81.10856
2008-Q3,3.18957,80.83557
2008-Q4,2.233846,81.16286
2009-Q1,1.893841,82.44422
2009-Q2,1.693637,82.48225
2009-Q3,2.62717,82.95926
2009-Q4,4.663019,84.9475
2010-Q1,2.601042,84.58863
2010-Q2,4.118693,85.87943
2010-Q3,4.885111,87.01191
2010-Q4,3.43153,87.8625
2011-Q1,5.042086,88.85366
2011-Q2,4.844371,90.03976
2011-Q3,4.813021,91.19981
2011-Q4,4.455982,91.77763
2012-Q1,3.362231,91.84113
2012-Q2,1.75017,91.6156
2012-Q3,0.8961587,92.01711
2012-Q4,-0.2672687,91.53234
2013-Q1,-0.272283,91.59106
2013-Q2,1.049028,92.57668
2013-Q3,1.369672,93.27744
2013-Q4,2.175252,93.5234
2014-Q1,3.165263,94.49016
2014-Q2,3.227329,95.56443
2014-Q3,3.309486,96.36445
2014-Q4,3.711121,96.99417
2015-Q1,4.105992,98.36992
2015-Q2,3.741783,99.14024
2015-Q3,4.185842,100.3981
2015-Q4,4.795058,101.6451
2016-Q1,3.023989,101.3446
2016-Q2,3.557429,102.6671
2016-Q3,2.524119,102.9323
2016-Q4,3.588053,105.2922
2017-Q1,4.875458,106.2856
2017-Q2,4.422553,107.2076
2017-Q3,5.333591,108.4223
2017-Q4,4.792837,110.3387
2018-Q1,5.124234,111.7319
2018-Q2,5.570977,113.1801
2018-Q3,5.84615,114.7608
2018-Q4,4.937718,115.7869
2019-Q1,5.546344,117.929
2019-Q2,4.904056,118.7305
2019-Q3,4.563665,119.9981
2019-Q4,4.034964,120.4588
2020-Q1,2.22166,120.549
2020-Q2,-7.826008,109.4387
2020-Q3,-1.926452,117.6864
2020-Q4,-2.536064,117.4039
2021-Q1,-1.087701,119.2378
2021-Q2,10.91467,121.3835
2021-Q3,5.493664,124.1517
