country,EST,EST
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1995-Q1,,45.09841
1995-Q2,,44.65268
1995-Q3,,44.50189
1995-Q4,,45.02257
1996-Q1,0.7296277,45.42746
1996-Q2,3.467306,46.20092
1996-Q3,7.119858,47.67036
1996-Q4,8.032596,48.63905
1997-Q1,10.95175,50.40256
1997-Q2,13.67932,52.5209
1997-Q3,13.14252,53.93545
1997-Q4,14.36216,55.62466
1998-Q1,11.26437,56.08009
1998-Q2,6.173125,55.76308
1998-Q3,3.28342,55.70638
1998-Q4,-1.676426,54.69216
1999-Q1,-3.214106,54.27762
1999-Q2,-1.809844,54.75385
1999-Q3,-0.6961464,55.31858
1999-Q4,3.765004,56.75132
2000-Q1,8.528626,58.90675
2000-Q2,10.27886,60.38193
2000-Q3,10.49985,61.12695
2000-Q4,10.13356,62.50225
2001-Q1,7.634577,63.40403
2001-Q2,5.135468,63.48282
2001-Q3,5.998785,64.79382
2001-Q4,5.187265,65.74441
2002-Q1,4.413932,66.20264
2002-Q2,7.931211,68.51778
2002-Q3,7.867074,69.8912
2002-Q4,7.085629,70.40282
2003-Q1,8.783748,72.01772
2003-Q2,7.542121,73.68547
2003-Q3,6.465869,74.41027
2003-Q4,8.451928,76.35321
2004-Q1,8.478722,78.1239
2004-Q2,5.302908,77.59294
2004-Q3,6.63527,79.34759
2004-Q4,6.081764,80.99683
2005-Q1,5.498247,82.41934
2005-Q2,10.4264,85.68309
2005-Q3,10.57055,87.73507
2005-Q4,10.82048,89.76108
2006-Q1,11.40967,91.82312
2006-Q2,9.410872,93.74662
2006-Q3,9.299085,95.89362
2006-Q4,9.482544,98.27271
2007-Q1,10.5725,101.5311
2007-Q2,8.726489,101.9274
2007-Q3,6.505879,102.1323
2007-Q4,3.303558,101.5192
2008-Q1,-2.231636,99.26532
2008-Q2,-1.622402,100.2737
2008-Q3,-1.772981,100.3216
2008-Q4,-12.83865,88.48552
2009-Q1,-13.22356,86.13891
2009-Q2,-16.99501,83.23221
2009-Q3,-18.66662,81.59491
2009-Q4,-7.354949,81.97746
2010-Q1,-3.519526,83.10723
2010-Q2,1.115471,84.16064
2010-Q3,4.65629,85.39421
2010-Q4,6.35662,87.18845
2011-Q1,7.037821,88.95617
2011-Q2,7.716029,90.6545
2011-Q3,7.933403,92.16888
2011-Q4,5.677475,92.13855
2012-Q1,4.192472,92.68563
2012-Q2,3.494159,93.82211
2012-Q3,2.302597,94.29115
2012-Q4,3.245201,95.12863
2013-Q1,3.127681,95.58454
2013-Q2,1.61711,95.33932
2013-Q3,0.8601803,95.10223
2013-Q4,-0.07765689,95.05476
2014-Q1,1.078259,96.61519
2014-Q2,1.751806,97.00948
2014-Q3,3.372776,98.30981
2014-Q4,4.973341,99.78216
2015-Q1,1.835318,98.38838
2015-Q2,3.421856,100.329
2015-Q3,2.813995,101.0762
2015-Q4,1.109258,100.889
2016-Q1,4.206458,102.527
2016-Q2,2.000615,102.3362
2016-Q3,2.375349,103.4772
2016-Q4,3.794324,104.717
2017-Q1,4.150612,106.7825
2017-Q2,6.325982,108.81
2017-Q3,5.531043,109.2005
2017-Q4,5.788772,110.7789
2018-Q1,4.843951,111.955
2018-Q2,3.687959,112.8228
2018-Q3,4.019126,113.5894
2018-Q4,3.966353,115.1728
2019-Q1,4.560043,117.0602
2019-Q2,4.139187,117.4928
2019-Q3,4.207077,118.3682
2019-Q4,3.176297,118.831
2020-Q1,0.3186221,117.4332
2020-Q2,-6.044232,110.3913
2020-Q3,-3.296179,114.4666
2020-Q4,-1.26163,117.3318
2021-Q1,3.331621,121.3456
2021-Q2,12.45038,124.1354
2021-Q3,9.158946,124.9505
