country,SVN,SVN
subject,LORSGPOR_GYSA,LORSGPOR_IXOBSA
measure,,
unit,Percentage,Index
powercode,Units,Units
reference_period,,2010=100
time,,
1996-Q1,,62.00243
1996-Q2,,62.71406
1996-Q3,,63.53125
1996-Q4,,64.63877
1997-Q1,4.807396,64.98314
1997-Q2,5.968177,66.45695
1997-Q3,5.526511,67.04232
1997-Q4,4.115633,67.29906
1998-Q1,4.217114,67.72355
1998-Q2,2.614425,68.19441
1998-Q3,2.611495,68.79312
1998-Q4,3.001034,69.31873
1999-Q1,4.036026,70.45689
1999-Q2,7.723274,73.46125
1999-Q3,4.029228,71.56496
1999-Q4,5.054276,72.82229
2000-Q1,4.439306,73.58469
2000-Q2,1.585765,74.62617
2000-Q3,5.493548,75.49641
2000-Q4,4.380027,76.01192
2001-Q1,4.602327,76.9713
2001-Q2,3.419326,77.17789
2001-Q3,2.835297,77.63696
2001-Q4,3.135118,78.39499
2002-Q1,3.218124,79.44833
2002-Q2,2.84393,79.37277
2002-Q3,3.419694,80.29191
2002-Q4,4.138594,81.63944
2003-Q1,2.739415,81.62475
2003-Q2,3.04229,81.78752
2003-Q3,3.32343,82.96035
2003-Q4,2.262543,83.48657
2004-Q1,3.305335,84.32272
2004-Q2,4.384369,85.37339
2004-Q3,3.920745,86.21301
2004-Q4,3.685663,86.56361
2005-Q1,3.600539,87.3588
2005-Q2,4.093746,88.86835
2005-Q3,3.931415,89.6024
2005-Q4,5.328897,91.17649
2006-Q1,5.165438,91.87125
2006-Q2,5.56342,93.81248
2006-Q3,6.461844,95.39237
2006-Q4,6.906481,97.47358
2007-Q1,8.111828,99.32369
2007-Q2,7.183572,100.5516
2007-Q3,7.551968,102.5964
2007-Q4,5.475457,102.8107
2008-Q1,5.142838,104.4317
2008-Q2,5.620255,106.2028
2008-Q3,2.927636,105.6
2008-Q4,-1.126524,101.6525
2009-Q1,-6.92315,97.20178
2009-Q2,-9.490143,96.12402
2009-Q3,-8.734752,96.37612
2009-Q4,-5.303044,96.26183
2010-Q1,-1.108527,96.12428
2010-Q2,1.781795,97.83675
2010-Q3,1.787079,98.09844
2010-Q4,2.461866,98.63168
2011-Q1,3.256238,99.25431
2011-Q2,0.927076,98.74377
2011-Q3,0.4603563,98.55004
2011-Q4,-0.04927673,98.58307
2012-Q1,-1.300943,97.96307
2012-Q2,-2.550383,96.22543
2012-Q3,-2.163606,96.41781
2012-Q4,-4.145967,94.49585
2013-Q1,-3.35751,94.67395
2013-Q2,-1.309305,94.96555
2013-Q3,-1.493407,94.9779
2013-Q4,2.452959,96.8138
2014-Q1,2.348035,96.89693
2014-Q2,2.903953,97.7233
2014-Q3,3.512931,98.31441
2014-Q4,1.686754,98.44681
2015-Q1,2.0928,98.92479
2015-Q2,1.907404,99.58728
2015-Q3,1.94336,100.225
2015-Q4,1.970927,100.3871
2016-Q1,2.515542,101.4133
2016-Q2,3.140065,102.7144
2016-Q3,3.385659,103.6183
2016-Q4,4.037425,104.4402
2017-Q1,4.822966,106.3044
2017-Q2,4.754508,107.5979
2017-Q3,4.672415,108.4598
2017-Q4,6.216054,110.9322
2018-Q1,4.571098,111.1637
2018-Q2,4.600978,112.5485
2018-Q3,4.96751,113.8475
2018-Q4,4.015765,115.387
2019-Q1,4.353941,116.0037
2019-Q2,2.775255,115.672
2019-Q3,2.89748,117.1462
2019-Q4,2.952397,118.7937
2020-Q1,-2.356366,113.2702
2020-Q2,-11.32108,102.5767
2020-Q3,-2.023876,114.7753
2020-Q4,-3.542925,114.5849
2021-Q1,2.708439,116.3381
2021-Q2,15.70189,118.6832
2021-Q3,4.773877,120.2546
