country,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR
1973-06,,,,,,,99.10973,98.11622,16.01164
1973-07,,,,,,,99.03656,97.96184,16.08932
1973-08,,,,,,,98.98647,97.85614,16.16749
1973-09,,,,,,,98.95746,97.79494,16.24615
1973-10,,,,,,,98.94433,97.76724,16.32529
1973-11,,,,,,,98.94132,97.7609,16.40492
1973-12,,,,,,,98.94357,97.76563,16.48501
1974-01,,,,,,,98.94764,97.77424,16.56556
1974-02,,,,,,,98.95166,97.78271,16.64655
1974-03,,,,,,,98.95502,97.7898,16.72795
1974-04,,,,,,,98.95815,97.79639,16.80975
1974-05,,,,,,,98.96201,97.80455,16.89192
1974-06,,,,,,,98.96761,97.81635,16.97443
1974-07,,,,,,,98.97527,97.83251,17.05724
1974-08,,,,,,,98.98495,97.85295,17.14032
1974-09,,,,,,,98.99625,97.87679,17.22364
1974-10,,,,,,,99.00823,97.90207,17.30713
1974-11,,,,,,,99.02016,97.92723,17.39077
1974-12,,,,,,,99.0321,97.95242,17.47449
1975-01,,,,,,,99.04551,97.98072,17.55824
1975-02,,,,,,,99.06373,98.01916,17.64196
1975-03,,,,,,,99.09225,98.07932,17.72559
1975-04,,,,,,,99.13873,98.1774,17.80907
1975-05,,,,,,,99.21211,98.33221,17.89233
1975-06,,,,,,,99.3204,98.56068,17.97528
1975-07,,,,,,,99.46661,98.86916,18.05786
1975-08,,,,,,,99.65137,99.25896,18.13998
1975-09,,,,,,,99.87272,99.72598,18.22156
1975-10,,,,,,,100.1232,100.2544,18.30252
1975-11,,,,,,,100.3936,100.8249,18.38276
1975-12,,,,,,,100.675,101.4187,18.46221
1976-01,,,,,,,100.9591,102.0181,18.54076
1976-02,,,,,,,101.2374,102.6052,18.61833
1976-03,,,,,,,101.5002,103.1597,18.69484
1976-04,,,,,,,101.7366,103.6585,18.7702
1976-05,,,,,,,101.9346,104.0762,18.84433
1976-06,,,,,,,102.084,104.3915,18.91716
1976-07,,,,,,,102.1821,104.5983,18.98861
1976-08,,,,,,,102.2293,104.698,19.05862
1976-09,,,,,,,102.23,104.6994,19.12714
1976-10,,,,,,,102.1955,104.6267,19.19411
1976-11,,,,,,,102.1388,104.5069,19.25948
1976-12,,,,,,,102.0707,104.3633,19.32322
1977-01,,,,,,,101.9994,104.2129,19.3853
1977-02,,,,,,,101.93,104.0665,19.44568
1977-03,,,,,,,101.865,103.9293,19.50436
1977-04,,,,,,,101.8051,103.8029,19.56131
1977-05,,,,,,,101.7498,103.6863,19.61653
1977-06,,,,,,,101.6982,103.5775,19.67002
1977-07,,,,,,,101.6496,103.4749,19.72179
1977-08,,,,,,,101.6034,103.3774,19.77183
1977-09,,,,,,,101.5594,103.2847,19.82018
1977-10,,,,,,,101.518,103.1971,19.86685
1977-11,,,,,,,101.4793,103.1156,19.91187
1977-12,,,,,,,101.4437,103.0404,19.95527
1978-01,,,,,,,101.4108,102.9709,19.9971
1978-02,,,,,,,101.3796,102.9053,20.0374
1978-03,,,,,,,101.3487,102.84,20.0762
1978-04,,,,,,,101.3156,102.7701,20.11358
1978-05,,,,,,,101.2774,102.6897,20.14959
1978-06,,,,,,,101.2318,102.5934,20.1843
1978-07,,,,,,,101.1778,102.4794,20.21776
1978-08,,,,,,,101.1153,102.3475,20.25006
1978-09,,,,,,,101.045,102.1992,20.28128
1978-10,,,,,,,100.9693,102.0395,20.31149
1978-11,,,,,,,100.8906,101.8736,20.34079
1978-12,,,,,,,100.8109,101.7053,20.36926
1979-01,,,,,,,100.7304,101.5356,20.397
1979-02,,,,,,,100.6483,101.3623,20.4241
1979-03,,,,,,,100.5615,101.1791,20.45067
1979-04,,,,,,,100.4655,100.9767,20.4768
1979-05,,,,,,,100.3548,100.7431,20.50261
1979-06,,,,,,,100.2242,100.4675,20.52819
1979-07,,,,,,,100.0712,100.1448,20.55366
1979-08,,,,,,,99.89486,99.77269,20.57912
1979-09,,,,,,,99.69573,99.35258,20.60469
1979-10,,,,,,,99.47794,98.89305,20.63048
1979-11,,,,,,,99.24686,98.40554,20.6566
1979-12,,,,,,,99.00843,97.90248,20.68316
1980-01,,,,,,,98.76915,97.39765,20.71026
1980-02,,,,,,,98.53695,96.90775,20.73801
1980-03,,,,,,,98.32188,96.454,20.76651
1980-04,,,,,,,98.13642,96.06271,20.79586
1980-05,,,,,,,97.99432,95.76291,20.82616
1980-06,,,,,,,97.90752,95.57977,20.85748
1980-07,,,,,,,97.87975,95.52118,20.88992
1980-08,,,,,,,97.91093,95.58696,20.92353
1980-09,,,,,,,97.99702,95.76861,20.95839
1980-10,,,,,,,98.12544,96.03954,20.99456
1980-11,,,,,,,98.2816,96.36901,21.0321
1980-12,,,,,,,98.45233,96.72922,21.07104
1981-01,,,,,,,98.62702,97.09779,21.11144
1981-02,,,,,,,98.79751,97.45749,21.15333
1981-03,,,,,,,98.95734,97.7947,21.19674
1981-04,,,,,,,99.10113,98.09806,21.24171
1981-05,,,,,,,99.22411,98.35754,21.28826
1981-06,,,,,,,99.32265,98.56544,21.33641
1981-07,,,,,,,99.39584,98.71986,21.3862
1981-08,,,,,,,99.44402,98.82149,21.43764
1981-09,,,,,,,99.4687,98.87358,21.49074
1981-10,,,,,,,99.47417,98.88512,21.54554
1981-11,,,,,,,99.46529,98.86637,21.60204
1981-12,,,,,,,99.44647,98.82667,21.66027
1982-01,,,,,,,99.42151,98.774,21.72023
1982-02,,,,,,,99.39362,98.71516,21.78193
1982-03,,,,,,,99.36575,98.65636,21.8454
1982-04,,,,,,,99.34083,98.60378,21.91063
1982-05,,,,,,,99.32168,98.56339,21.97764
1982-06,,,,,,,99.31057,98.53994,22.04643
1982-07,,,,,,,99.30798,98.53448,22.117
1982-08,,,,,,,99.31357,98.54627,22.18935
1982-09,,,,,,,99.32619,98.57291,22.26349
1982-10,,,,,,,99.34312,98.60862,22.3394
1982-11,,,,,,,99.36143,98.64725,22.41709
1982-12,,,,,,,99.37896,98.68423,22.49654
1983-01,,,,,,,99.39477,98.71758,22.57775
1983-02,,,,,,,99.40935,98.74834,22.66069
1983-03,,,,,,,99.42467,98.78068,22.74537
1983-04,,,,,,,99.44408,98.82163,22.83175
1983-05,,,,,,,99.4717,98.8799,22.91982
1983-06,,,,,,,99.51131,98.96348,23.00956
1983-07,,,,,,,99.56441,99.07551,23.10094
1983-08,,,,,,,99.63133,99.21671,23.19395
1983-09,,,,,,,99.7112,99.3852,23.28854
1983-10,,,,,,,99.80054,99.57369,23.38469
1983-11,,,,,,,99.89514,99.77328,23.48238
1983-12,,,,,,,99.99094,99.9754,23.58156
1984-01,,,,,,,100.0842,100.1722,23.6822
1984-02,,,,,,,100.1713,100.3559,23.78427
1984-03,,,,,,,100.2482,100.5182,23.88773
1984-04,,,,,,,100.3103,100.6493,23.99256
1984-05,,,,,,,100.3528,100.7388,24.09871
1984-06,,,,,,,100.3714,100.7781,24.20614
1984-07,,,,,,,100.3649,100.7645,24.31484
1984-08,,,,,,,100.3336,100.6984,24.42477
1984-09,,,,,,,100.279,100.5831,24.53588
1984-10,,,,,,,100.2057,100.4286,24.64817
1984-11,,,,,,,100.1192,100.2461,24.76159
1984-12,,,,,,,100.0246,100.0465,24.87611
1985-01,,,,,,,99.92645,99.83934,24.99171
1985-02,,,,,,,99.82896,99.63364,25.10835
1985-03,,,,,,,99.73653,99.43864,25.22601
1985-04,,,,,,,99.65394,99.26438,25.34465
1985-05,,,,,,,99.58609,99.12124,25.46423
1985-06,,,,,,,99.53703,99.01772,25.58472
1985-07,,,,,,,99.50777,98.95601,25.70609
1985-08,,,,,,,99.49797,98.93532,25.82828
1985-09,,,,,,,99.50591,98.95207,25.95125
1985-10,,,,,,,99.52713,98.99685,26.07496
1985-11,,,,,,,99.55698,99.05983,26.19935
1985-12,,,,,,,99.59209,99.1339,26.32437
1986-01,,,,,,,99.63113,99.21628,26.44996
1986-02,,,,,,,99.67503,99.30889,26.57607
1986-03,,,,,,,99.72675,99.41799,26.70262
1986-04,,,,,,,99.79066,99.55283,26.82956
1986-05,,,,,,,99.8711,99.72256,26.95681
1986-06,,,,,,,99.96992,99.93107,27.08431
1986-07,,,,,,,100.0828,100.1692,27.21199
1986-08,,,,,,,100.2011,100.4187,27.33976
1986-09,,,,,,,100.3129,100.6547,27.46756
1986-10,,,,,,,100.4034,100.8455,27.59531
1986-11,,,,,,,100.4628,100.971,27.72294
1986-12,,,,,,,100.4965,101.0421,27.85037
1987-01,,,,,,,100.5362,101.1258,27.97752
1987-02,,,,,,,100.6199,101.3023,28.10434
1987-03,,,,,,,100.7714,101.6221,28.23074
1987-04,,,,,,,100.9899,102.0829,28.35666
1987-05,,,,,,,101.2581,102.6488,28.48204
1987-06,,,,,,,101.5593,103.2844,28.6068
1987-07,,,,,,,101.8901,103.9822,28.73088
1987-08,,,,,,,102.2429,104.7267,28.85425
1987-09,,,,,,,102.5868,105.4522,28.97683
1987-10,,,,,,,102.8449,105.9967,29.09861
1987-11,,,,,,,102.934,106.1847,29.21954
1987-12,,,112.1823,105.399,,32.91384,102.8108,105.9248,29.33961
1988-01,,,108.6313,103.8258,,32.00153,102.5115,105.2933,29.45884
1988-02,,,105.1209,102.2705,,31.09185,102.1147,104.4562,29.57723
1988-03,,,101.8596,100.8256,,30.24702,101.6996,103.5804,29.69482
1988-04,,,99.11112,99.60793,,29.54667,101.3122,102.763,29.81166
1988-05,,,97.08149,98.70872,,29.05433,100.9726,102.0466,29.92778
1988-06,,,95.90347,98.1868,,28.81251,100.6809,101.4311,30.04324
1988-07,,,95.50192,98.0089,,28.80157,100.4186,100.8777,30.1581
1988-08,,,95.6381,98.06923,,28.95197,100.1615,100.3353,30.27243
1988-09,,,95.98987,98.22508,,29.16775,99.88972,99.76184,30.38628
1988-10,,,96.30994,98.36688,,29.37427,99.59731,99.14491,30.49973
1988-11,,,96.51732,98.45876,,29.5467,99.28894,98.49432,30.61285
1988-12,,,96.69141,98.5359,-9.736728,29.70911,98.97781,97.83789,30.7257
1989-01,,,97.00561,98.67509,-6.520326,29.91493,98.68515,97.22042,30.83835
1989-02,,,97.60895,98.9424,-2.833654,30.21082,98.43591,96.69456,30.95087
1989-03,,,98.35574,99.27326,1.010107,30.55255,98.25364,96.31001,31.06331
1989-04,,,99.07329,99.59116,4.535723,30.88682,98.15265,96.09694,31.17573
1989-05,,,99.65173,99.84744,7.313424,31.1792,98.1423,96.07511,31.28816
1989-06,,,100.0893,100.0413,9.080035,31.42869,98.22547,96.25058,31.40065
1989-07,,,100.4362,100.195,9.892127,31.65065,98.39024,96.59821,31.5132
1989-08,,,100.8074,100.3595,10.11755,31.8812,98.62138,97.08588,31.62584
1989-09,,,101.2435,100.5527,10.16708,32.13326,98.90578,97.68592,31.73858
1989-10,,,101.7683,100.7852,10.35037,32.41462,99.23311,98.37651,31.8514
1989-11,,,102.3617,101.0481,10.73727,32.71921,99.59237,99.13449,31.96431
1989-12,,,102.9508,101.3091,11.15724,33.02383,99.96527,99.92126,32.07729
1990-01,,,103.4985,101.5517,11.37086,33.31651,100.3168,100.663,32.19033
1990-02,,,103.9193,101.7382,11.11745,33.56949,100.6051,101.2711,32.30342
1990-03,,,104.1333,101.833,10.48641,33.75642,100.7926,101.6668,32.41653
1990-04,,,104.1036,101.8198,9.64076,33.86454,100.8629,101.8151,32.52967
1990-05,,,103.8086,101.6891,8.681585,33.88605,100.8183,101.7209,32.64282
1990-06,,,103.2405,101.4374,7.600508,33.81743,100.6854,101.4406,32.75599
1990-07,,,102.4239,101.0757,6.367209,33.66592,100.5285,101.1095,32.86919
1990-08,,,101.4315,100.636,4.935099,33.45457,100.41,100.8596,32.98243
1990-09,,,100.3613,100.1618,3.367348,33.2153,100.3547,100.7428,33.09572
1990-10,,,99.18095,99.63886,1.611805,32.93708,100.3102,100.6489,33.20908
1990-11,,,97.95623,99.09626,-0.2375705,32.64148,100.2024,100.4215,33.32251
1990-12,,,96.85264,98.60732,-1.93845,32.38368,99.98856,99.97038,33.43603
1991-01,99.43999,,96.08959,98.26926,-3.237985,32.23773,99.71307,99.38915,33.54966
1991-02,100.214,,95.80887,98.14489,-3.923026,32.25255,99.45573,98.84622,33.66343
1991-03,99.83423,,95.99271,98.22634,-3.947763,32.42379,99.28496,98.48592,33.77735
1991-04,99.5135,,96.38315,98.39931,-3.540293,32.66564,99.21109,98.33006,33.89145
1991-05,99.48987,,96.79401,98.58134,-2.864141,32.9155,99.21499,98.33829,34.00572
1991-06,99.97466,,97.1787,98.75178,-1.95129,33.15756,99.26828,98.45071,34.12019
1991-07,100.5752,,97.56099,98.92115,-0.7902949,33.39986,99.34753,98.61794,34.23485
1991-08,100.8536,,97.99048,99.11143,0.6123345,33.65943,99.43706,98.80682,34.34969
1991-09,100.3342,,98.51807,99.34518,2.223914,33.95398,99.52984,99.00256,34.46472
1991-10,99.30804,,99.12116,99.61238,4.065143,34.27602,99.6278,99.20924,34.57992
1991-11,98.0027,,99.69381,99.86608,5.966557,34.58905,99.73399,99.4333,34.69528
1991-12,97.07879,,100.1433,100.0652,7.648967,34.86069,99.84426,99.66594,34.8108
1992-01,96.77646,,100.4105,100.1836,8.785026,35.06982,99.93826,99.86425,34.92645
1992-02,97.49783,,100.5038,100.2249,9.196808,35.21875,99.9935,99.9808,35.04221
1992-03,99.53638,,100.5054,100.2256,8.980954,35.33576,100.0006,99.99573,35.15808
1992-04,101.9384,,100.4821,100.2153,8.50575,35.4441,99.98086,99.95414,35.27403
1992-05,103.7039,,100.5123,100.2287,8.068717,35.57136,99.96617,99.92314,35.39005
1992-06,104.1487,,100.5825,100.2598,7.706817,35.71295,99.98031,99.95297,35.50613
1992-07,103.8583,,100.7299,100.3251,7.432405,35.88227,100.0205,100.0377,35.62225
1992-08,103.346,,100.9002,100.4006,7.132299,36.06012,100.0743,100.1513,35.73839
1992-09,102.754,,101.0866,100.4831,6.744842,36.24412,100.1353,100.2799,35.85453
1992-10,101.6157,,101.3221,100.5875,6.331591,36.44624,100.2163,100.4508,35.97066
1992-11,99.9485,,101.6153,100.7174,6.01526,36.66967,100.3403,100.7126,36.08675
1992-12,98.32433,,101.9775,100.8779,5.903557,36.91872,100.5294,101.1115,36.2028
1993-01,97.2874,,102.4116,101.0702,6.058928,37.19468,100.7902,101.6617,36.3188
1993-02,97.39868,,102.8359,101.2582,6.386436,37.46798,101.1168,102.3508,36.43472
1993-03,99.11359,,103.1536,101.3989,6.699953,37.70324,101.4882,103.1343,36.55057
1993-04,101.3805,,103.3238,101.4743,6.886795,37.88506,101.8597,103.9182,36.66634
1993-05,102.9189,,103.3148,101.4703,6.831038,38.00125,102.1801,104.5941,36.78202
1993-06,102.9503,,103.1256,101.3865,6.546525,38.05091,102.4083,105.0757,36.89764
1993-07,102.1435,,102.7885,101.2372,6.028313,38.04536,102.5348,105.3424,37.01324
1993-08,101.736,,102.3497,101.0428,5.383062,38.00126,102.5588,105.3931,37.12884
1993-09,102.6048,,101.7872,100.7935,4.596656,37.91014,102.473,105.2122,37.24452
1993-10,103.6902,,100.9884,100.4397,3.52135,37.72964,102.2554,104.753,37.36035
1993-11,103.4436,,99.83176,99.9272,2.028086,37.41336,101.8737,103.9478,37.47641
1993-12,101.0248,,98.25941,99.23058,0.0535434,36.93848,101.3006,102.7385,37.59282
1994-01,97.63682,,96.27697,98.35228,-2.389966,36.30574,100.5388,101.1313,37.70968
1994-02,95.11801,,94.08614,97.38165,-5.011975,35.59009,99.62658,99.20667,37.82714
1994-03,94.83991,,92.16467,96.53035,-7.243577,34.97218,98.65343,97.15351,37.94532
1994-04,95.6756,,90.92641,95.98175,-8.643256,34.61056,97.74739,95.24191,38.06436
1994-05,97.25537,,90.73367,95.89635,-8.828996,34.64612,97.04604,93.76218,38.18442
1994-06,99.79596,,91.71259,96.33006,-7.673532,35.13106,96.63101,92.88657,38.3056
1994-07,103.0124,,93.55674,97.14709,-5.50231,35.95199,96.49829,92.60654,38.42801
1994-08,105.6802,,95.69921,98.09631,-2.914578,36.89368,96.58325,92.7858,38.55171
1994-09,106.8028,,97.64597,98.9588,-0.3794514,37.76629,96.80695,93.25777,38.67675
1994-10,106.4998,,99.13862,99.62011,1.959403,38.46891,97.10496,93.88651,38.80315
1994-11,105.6133,,100.169,100.0766,4.232084,38.99673,97.43002,94.57232,38.93093
1994-12,104.9423,,100.8665,100.3856,6.659854,39.39853,97.75038,95.24822,39.06008
1995-01,104.4799,,101.3952,100.6199,9.452047,39.73737,98.04639,95.87275,39.19057
1995-02,104.2542,,101.9327,100.858,12.62219,40.08234,98.3073,96.42322,39.32236
1995-03,104.2938,,102.5149,101.116,15.65675,40.44768,98.5295,96.89203,39.45541
1995-04,104.0501,,103.0946,101.3728,17.92582,40.81478,98.71696,97.28754,39.58965
1995-05,103.5043,,103.5601,101.579,18.74132,41.13926,98.87548,97.62199,39.725
1995-06,103.0903,,103.8273,101.6974,17.80754,41.38703,99.00918,97.90406,39.8614
1995-07,103.2838,,103.8453,101.7054,15.53411,41.53682,99.11887,98.13548,39.99875
1995-08,103.8517,,103.6289,101.6095,12.73879,41.59349,99.20548,98.31823,40.13695
1995-09,104.4672,,103.2028,101.4207,10.06072,41.56585,99.27512,98.46516,40.27591
1995-10,104.3528,,102.7189,101.2063,7.916686,41.51437,99.34559,98.61383,40.4155
1995-11,103.8384,,102.2636,101.0046,6.351541,41.47362,99.43585,98.80428,40.55562
1995-12,103.5194,,101.8762,100.833,5.231503,41.45967,99.55549,99.05668,40.69614
1996-01,103.5008,,101.6253,100.7218,4.437352,41.50066,99.69244,99.34563,40.83694
1996-02,103.2307,,101.5583,100.6922,3.8274,41.61645,99.82552,99.62641,40.97787
1996-03,102.2093,,101.5483,100.6877,3.23328,41.75547,99.93546,99.85836,41.11881
1996-04,100.8096,,101.4367,100.6383,2.542236,41.85239,100.0163,100.0289,41.25961
1996-05,100.1877,,101.2049,100.5356,1.846662,41.89897,100.0712,100.1447,41.40012
1996-06,101.2688,,100.9241,100.4112,1.297668,41.9241,100.1099,100.2264,41.5402
1996-07,103.023,,100.6921,100.3084,1.038497,41.96817,100.1486,100.3079,41.67972
1996-08,104.1059,,100.585,100.2609,1.129166,42.06315,100.2044,100.4258,41.81852
1996-09,103.7016,,100.6493,100.2894,1.595149,42.22889,100.2908,100.608,41.95646
1996-10,102.2873,,100.89,100.3961,2.297206,42.46804,100.4109,100.8614,42.0934
1996-11,100.969,,101.2692,100.5641,3.114109,42.76516,100.563,101.1823,42.22917
1996-12,100.7958,,101.7687,100.7853,3.9876,43.11292,100.7426,101.5613,42.36364
1997-01,101.7989,,102.34,101.0385,4.79615,43.4911,100.9434,101.9848,42.49666
1997-02,103.3563,,102.8504,101.2646,5.350567,43.84317,101.1569,102.4354,42.62809
1997-03,104.8857,,103.22,101.4283,5.697731,44.13458,101.3725,102.8903,42.7578
1997-04,105.8409,,103.4486,101.5296,6.002535,44.3646,101.5749,103.3172,42.88564
1997-05,106.27,,103.5749,101.5856,6.325156,44.54914,101.7504,103.6876,43.01151
1997-06,106.3799,,103.6565,101.6217,6.651091,44.71251,101.8949,103.9924,43.13527
