country,ISL,ISL,ISL,ISL,ISL,ISL,ISL
1963-09,,,,,99.98021,99.94675,16.56883
1963-10,,,,,100.0855,100.1919,16.66879
1963-11,,,,,100.1915,100.4389,16.76864
1963-12,,,,,100.2966,100.6838,16.8683
1964-01,,,,,100.399,100.9223,16.96768
1964-02,,,,,100.4966,101.1496,17.0667
1964-03,,,,,100.5871,101.3605,17.16527
1964-04,,,,,100.6683,101.5498,17.26331
1964-05,,,,,100.7382,101.7126,17.36072
1964-06,,,,,100.7953,101.8454,17.45742
1964-07,,,,,100.839,101.9473,17.55333
1964-08,,,,,100.8699,102.0194,17.64836
1964-09,,,,,100.8896,102.0653,17.74243
1964-10,,,,,100.9008,102.0913,17.83546
1964-11,,,,,100.907,102.1058,17.92736
1964-12,,,,,100.9125,102.1185,18.01807
1965-01,,,,,100.9216,102.1398,18.10751
1965-02,,,,,100.9392,102.1807,18.1956
1965-03,,,,,100.9701,102.2526,18.28227
1965-04,,,,,101.019,102.3667,18.36746
1965-05,,,,,101.0904,102.5331,18.4511
1965-06,,,,,101.1876,102.7594,18.53312
1965-07,,,,,101.3119,103.049,18.61347
1965-08,,,,,101.4631,103.4011,18.69209
1965-09,,,,,101.639,103.811,18.76892
1965-10,,,,,101.8354,104.2685,18.84392
1965-11,,,,,102.0462,104.7597,18.91704
1965-12,,,,,102.2644,105.2679,18.98825
1966-01,,,,,102.4818,105.7744,19.05751
1966-02,,,,,102.6897,106.2585,19.1248
1966-03,,,,,102.8785,106.6985,19.1901
1966-04,,,,,103.039,107.0722,19.25342
1966-05,,,,,103.162,107.3589,19.31475
1966-06,,,,,103.2407,107.5421,19.37411
1966-07,,,,,103.2716,107.6141,19.43153
1966-08,,,,,103.2542,107.5736,19.48705
1966-09,,,,,103.1908,107.4259,19.54072
1966-10,,,,,103.0871,107.1844,19.59262
1966-11,,,,,102.9501,106.8651,19.64281
1966-12,,,,,102.7862,106.4834,19.69139
1967-01,,,,,102.6008,106.0516,19.73847
1967-02,,,,,102.3976,105.578,19.78415
1967-03,,,,,102.1781,105.0667,19.82854
1967-04,,,,,101.9424,104.5177,19.8718
1967-05,,,,,101.6895,103.9287,19.91405
1967-06,,,,,101.4182,103.2967,19.95543
1967-07,,,,,101.1282,102.6211,19.99611
1967-08,,,,,100.8201,101.9033,20.03625
1967-09,,,,,100.4957,101.1477,20.07601
1967-10,,,,,100.1589,100.363,20.11556
1967-11,,,,,99.8146,99.56095,20.15508
1967-12,,,,,99.46876,98.7553,20.19475
1968-01,,,,,99.12791,97.9613,20.23473
1968-02,,,,,98.7991,97.19532,20.27522
1968-03,,,,,98.48965,96.47443,20.31639
1968-04,,,,,98.20683,95.81559,20.3584
1968-05,,,,,97.95727,95.23424,20.40143
1968-06,,,,,97.74601,94.7421,20.44564
1968-07,,,,,97.57504,94.34383,20.49119
1968-08,,,,,97.44406,94.0387,20.53823
1968-09,,,,,97.35046,93.82067,20.58689
1968-10,,,,,97.2888,93.67702,20.63732
1968-11,,,,,97.25237,93.59214,20.68963
1968-12,,,,,97.23431,93.55008,20.74394
1969-01,,,,,97.22828,93.53603,20.80036
1969-02,,,,,97.22878,93.53722,20.85898
1969-03,,,,,97.23135,93.54317,20.9199
1969-04,,,,,97.23246,93.54577,20.98319
1969-05,,,,,97.22948,93.53885,21.04893
1969-06,,,,,97.22045,93.51781,21.11718
1969-07,,,,,97.20388,93.47919,21.18799
1969-08,,,,,97.1794,93.42216,21.26142
1969-09,,,,,97.14848,93.35015,21.33748
1969-10,,,,,97.11512,93.27243,21.41622
1969-11,,,,,97.0874,93.20786,21.49765
1969-12,,,,,97.07906,93.18842,21.58178
1970-01,,,,,97.11085,93.26248,21.6686
1970-02,,,,,97.2033,93.47784,21.75811
1970-03,,,,,97.36874,93.86324,21.85029
1970-04,,,,,97.60568,94.4152,21.94508
1970-05,,,,,97.90205,95.10561,22.04245
1970-06,,,,,98.24048,95.89399,22.14232
1970-07,,,,,98.60262,96.73762,22.24462
1970-08,,,,,98.9709,97.59554,22.34927
1970-09,,,,,99.32993,98.4319,22.45618
1970-10,,,,,99.66779,99.21897,22.56525
1970-11,,,,,99.97578,99.93642,22.67639
1970-12,,,,,100.2482,100.571,22.78951
1971-01,,,,,100.4824,101.1167,22.9045
1971-02,,,,,100.6782,101.5728,23.02125
1971-03,,,,,100.8368,101.9422,23.13968
1971-04,,,,,100.9607,102.2308,23.25968
1971-05,,,,,101.0531,102.4462,23.38116
1971-06,,,,,101.1176,102.5964,23.50401
1971-07,,,,,101.1578,102.6901,23.62815
1971-08,,,,,101.1774,102.7356,23.75348
1971-09,,,,,101.1796,102.7407,23.87991
1971-10,,,,,101.1676,102.7128,24.00736
1971-11,,,,,101.1444,102.6588,24.13574
1971-12,,,,,101.1128,102.5851,24.26499
1972-01,,,,,101.0753,102.4977,24.395
1972-02,,,,,101.0343,102.4023,24.52572
1972-03,,,,,100.9921,102.3039,24.65708
1972-04,,,,,100.9506,102.2072,24.78899
1972-05,,,,,100.9116,102.1164,24.9214
1972-06,,,,,100.8767,102.0351,25.05425
1972-07,,,,,100.8471,101.9663,25.18747
1972-08,,,,,100.824,101.9123,25.321
1972-09,,,,,100.8081,101.8753,25.45479
1972-10,,,,,100.7999,101.8563,25.58879
1972-11,,,,,100.7999,101.8564,25.72294
1972-12,,,,,100.8084,101.876,25.8572
1973-01,,,,,100.8252,101.9152,25.99151
1973-02,,,,,100.8503,101.9737,26.12584
1973-03,,,,,100.8834,102.0508,26.26015
1973-04,,,,,100.9239,102.1451,26.39439
1973-05,,,,,100.9709,102.2546,26.52854
1973-06,,,,,101.0231,102.3763,26.66256
1973-07,,,,,101.0788,102.5059,26.79643
1973-08,,,,,101.1355,102.6381,26.93012
1973-09,,,,,101.1906,102.7664,27.06362
1973-10,,,,,101.2409,102.8836,27.19692
1973-11,,,,,101.2829,102.9813,27.33
1973-12,,,,,101.3129,103.0513,27.46286
1974-01,,,,,101.3275,103.0853,27.59552
1974-02,,,,,101.3234,103.0757,27.72797
1974-03,,,,,101.2975,103.0154,27.86025
1974-04,,,,,101.2476,102.8992,27.99237
1974-05,,,,,101.1721,102.7233,28.12436
1974-06,,,,,101.0702,102.4858,28.25628
1974-07,,,,,100.9424,102.1882,28.38815
1974-08,,,,,100.7904,101.8341,28.52004
1974-09,,,,,100.6167,101.4294,28.652
1974-10,,,,,100.4251,100.9831,28.78411
1974-11,,,,,100.2202,100.5058,28.91641
1974-12,,,,,100.0071,100.0093,29.04901
1975-01,,,,,99.79118,99.50642,29.18195
1975-02,,,,,99.57815,99.01014,29.31533
1975-03,,,,,99.37331,98.53297,29.44922
1975-04,,,,,99.18158,98.08633,29.58369
1975-05,,,,,99.00734,97.68041,29.71882
1975-06,,,,,98.85427,97.32384,29.85469
1975-07,,,,,98.72494,97.02255,29.99135
1975-08,,,,,98.6211,96.78067,30.12887
1975-09,,,,,98.54375,96.60047,30.2673
1975-10,,,,,98.49268,96.48151,30.4067
1975-11,,,,,98.4671,96.42191,30.54709
1975-12,,,,,98.46575,96.41877,30.68852
1976-01,,,,,98.4867,96.46757,30.83101
1976-02,,,,,98.52782,96.56338,30.97458
1976-03,,,,,98.58694,96.7011,31.11923
1976-04,,,,,98.66165,96.87512,31.26497
1976-05,,,,,98.74957,97.07995,31.41178
1976-06,,,,,98.84846,97.3103,31.55965
1976-07,,,,,98.95596,97.56072,31.70856
1976-08,,,,,99.06981,97.82595,31.85847
1976-09,,,,,99.18787,98.10097,32.00936
1976-10,,,,,99.30799,98.3808,32.16118
1976-11,,,,,99.42814,98.66068,32.31387
1976-12,,,,,99.54641,98.9362,32.4674
1977-01,,,,,99.66106,99.20329,32.62169
1977-02,,,,,99.77051,99.45825,32.77668
1977-03,,,,,99.87334,99.69778,32.93233
1977-04,,,,,99.96838,99.9192,33.08855
1977-05,,,,,100.0547,100.1202,33.24528
1977-06,,,,,100.1313,100.2988,33.40244
1977-07,,,,,100.1979,100.4539,33.55997
1977-08,,,,,100.2541,100.5847,33.7178
1977-09,,,,,100.2995,100.6906,33.87585
1977-10,,,,,100.3345,100.772,34.03406
1977-11,,,,,100.3593,100.8298,34.19234
1977-12,,,,,100.3743,100.8648,34.35064
1978-01,,,,,100.3803,100.8789,34.50887
1978-02,,,,,100.3783,100.874,34.66698
1978-03,,,,,100.3689,100.8523,34.82489
1978-04,,,,,100.3535,100.8163,34.98255
1978-05,,,,,100.3329,100.7683,35.13988
1978-06,,,,,100.3083,100.7111,35.29683
1978-07,,,,,100.2809,100.6471,35.45333
1978-08,,,,,100.2517,100.5793,35.60932
1978-09,,,,,100.2221,100.5103,35.76474
1978-10,,,,,100.1932,100.443,35.91953
1978-11,,,,,100.1663,100.3803,36.07363
1978-12,,,,,100.1426,100.325,36.22699
1979-01,,,,,100.1233,100.2801,36.37954
1979-02,,,,,100.1096,100.2482,36.53122
1979-03,,,,,100.1026,100.2318,36.68199
1979-04,,,,,100.1031,100.233,36.83178
1979-05,,,,,100.1118,100.2533,36.98053
1979-06,,,,,100.129,100.2934,37.12819
1979-07,,,,,100.1547,100.3531,37.2747
1979-08,,,,,100.1883,100.4315,37.41999
1979-09,,,,,100.2292,100.5267,37.56402
1979-10,,,,,100.2761,100.636,37.70672
1979-11,,,,,100.3276,100.7561,37.84804
1979-12,,,,,100.3822,100.8832,37.98793
1980-01,,,,,100.4382,101.0136,38.12632
1980-02,,,,,100.4939,101.1434,38.26317
1980-03,,,,,100.5478,101.269,38.39844
1980-04,,,,,100.5986,101.3874,38.53207
1980-05,,,,,100.6453,101.496,38.66403
1980-06,,,,,100.6869,101.5931,38.79427
1980-07,,,,,100.7233,101.6777,38.92277
1980-08,,,,,100.7543,101.7501,39.0495
1980-09,,,,,100.7805,101.811,39.17443
1980-10,,,,,100.8026,101.8624,39.29754
1980-11,,,,,100.8216,101.9069,39.41883
1980-12,,,,,100.839,101.9472,39.5383
1981-01,,,,,100.8559,101.9867,39.65593
1981-02,,,,,100.8739,102.0286,39.77174
1981-03,,,,,100.894,102.0754,39.88574
1981-04,,,,,100.9171,102.1293,39.99795
1981-05,,,,,100.9437,102.1914,40.10839
1981-06,,,,,100.9737,102.2611,40.21711
1981-07,,,,,101.0061,102.3367,40.32413
1981-08,,,,,101.0395,102.4143,40.42951
1981-09,,,,,101.0714,102.4888,40.5333
1981-10,,,,,101.0992,102.5534,40.63557
1981-11,,,,,101.1192,102.6,40.73638
1981-12,,,,,101.1278,102.62,40.83581
1982-01,,,,,101.1213,102.6049,40.93396
1982-02,,,,,101.096,102.5461,41.03091
1982-03,,,,,101.0487,102.4358,41.12679
1982-04,,,,,100.9767,102.2682,41.22169
1982-05,,,,,100.8785,102.0394,41.31575
1982-06,,,,,100.7533,101.7476,41.40911
1982-07,,,,,100.6019,101.3949,41.5019
1982-08,,,,,100.4266,100.9865,41.59428
1982-09,,,,,100.2307,100.5303,41.68639
1982-10,,,,,100.0193,100.0378,41.7784
1982-11,,,,,99.79809,99.52251,41.87048
1982-12,,,,,99.57361,98.99956,41.96279
1983-01,,,,,99.35262,98.48476,42.0555
1983-02,,,,,99.14197,97.99404,42.14878
1983-03,,,,,98.94811,97.54246,42.24277
1983-04,,,,,98.77667,97.14307,42.33766
1983-05,,,,,98.63239,96.80697,42.43357
1983-06,,,,,98.5189,96.54259,42.53066
1983-07,,,,,98.43796,96.35403,42.62905
1983-08,,,,,98.38998,96.24226,42.72887
1983-09,,,,,98.37403,96.20511,42.83022
1983-10,,,,,98.38731,96.23602,42.93319
1983-11,,,,,98.4259,96.32593,43.03788
1983-12,,,,,98.48513,96.46392,43.14436
1984-01,,,,,98.55948,96.63711,43.25268
1984-02,,,,,98.64313,96.83198,43.3629
1984-03,,,,,98.73039,97.03526,43.47504
1984-04,,,,,98.81586,97.23438,43.58916
1984-05,,,,,98.89471,97.41805,43.70525
1984-06,,,,,98.96291,97.57692,43.82334
1984-07,,,,,99.01758,97.70428,43.94342
1984-08,,,,,99.05686,97.79578,44.06551
1984-09,,,,,99.07992,97.8495,44.18956
1984-10,,,,,99.08717,97.86637,44.31559
1984-11,,,,,99.07985,97.84933,44.44356
1984-12,,,,,99.05993,97.80292,44.57343
1985-01,,,,,99.02998,97.73317,44.70518
1985-02,,,,,98.99299,97.64699,44.83874
1985-03,,,,,98.9521,97.55173,44.97408
1985-04,,,,,98.91054,97.45493,45.11112
1985-05,,,,,98.87156,97.36411,45.24979
1985-06,,,,,98.83826,97.28656,45.39001
1985-07,,,,,98.81351,97.2289,45.53169
1985-08,,,,,98.8,97.19743,45.67472
1985-09,,,,,98.80023,97.19795,45.819
1985-10,,,,,98.81631,97.2354,45.96438
1985-11,,,,,98.85018,97.31432,46.11075
1985-12,,,,,98.90363,97.43882,46.25794
1986-01,,,,,98.97796,97.61198,46.4058
1986-02,,,,,99.07428,97.83635,46.55415
1986-03,,,,,99.19338,98.11382,46.70281
1986-04,,,,,99.33538,98.4446,46.85159
1986-05,,,,,99.49984,98.82771,47.00028
1986-06,,,,,99.68564,99.26054,47.14868
1986-07,,,,,99.89044,99.73765,47.29657
1986-08,,,,,100.111,100.2515,47.44371
1986-09,,,,,100.3433,100.7925,47.58988
1986-10,,,,,100.582,101.3487,47.73486
1986-11,,,,,100.8214,101.9063,47.8784
1986-12,,,,,101.0551,102.4507,48.02028
1987-01,,,,,101.2768,102.9672,48.16027
1987-02,,,,,101.4801,103.4408,48.29816
1987-03,,,,,101.6589,103.8574,48.43373
1987-04,,,,,101.8083,104.2053,48.5668
1987-05,,,,,101.9238,104.4744,48.69717
1987-06,,,,,102.0022,104.6571,48.82468
1987-07,,,,,102.0423,104.7505,48.94916
1987-08,,,,,102.044,104.7545,49.07048
1987-09,,,,,102.0088,104.6725,49.18852
1987-10,,,,,101.94,104.5121,49.30317
1987-11,,,,,101.8419,104.2837,49.41436
1987-12,,,,,101.7198,103.9992,49.52201
1988-01,,,,,101.5796,103.6726,49.62607
1988-02,,,,,101.4277,103.3187,49.72651
1988-03,,,,,101.27,102.9513,49.82329
1988-04,,,,,101.1123,102.584,49.91642
1988-05,,,,,100.9598,102.2288,50.00589
1988-06,,,,,100.8168,101.8957,50.09172
1988-07,,,,,100.6867,101.5925,50.17393
1988-08,,,,,100.5716,101.3245,50.25254
1988-09,,,,,100.4732,101.0951,50.3276
1988-10,,,,,100.3915,100.905,50.39914
1988-11,,,,,100.3263,100.7531,50.4672
1988-12,,,,,100.2766,100.6371,50.53184
1989-01,,,,,100.2407,100.5535,50.59311
1989-02,,,,,100.2168,100.498,50.65107
1989-03,,,,,100.2031,100.4661,50.70576
1989-04,,,,,100.1977,100.4535,50.75727
1989-05,,,,,100.1988,100.4559,50.80564
1989-06,,,,,100.2047,100.4698,50.85096
1989-07,,,,,100.2144,100.4922,50.89328
1989-08,,,,,100.2267,100.5209,50.93269
1989-09,,,,,100.2411,100.5545,50.96925
1989-10,,,,,100.2573,100.5922,51.00305
1989-11,,,,,100.2751,100.6338,51.03416
1989-12,,,,,100.2948,100.6797,51.06268
1990-01,,,,,100.3166,100.7304,51.08869
1990-02,,,,,100.3407,100.7866,51.11228
1990-03,,,,,100.3675,100.8489,51.13354
1990-04,,,,,100.3969,100.9175,51.15258
1990-05,,,,,100.429,100.9922,51.16949
1990-06,,,,,100.4632,101.0719,51.18438
1990-07,,,,,100.4989,101.155,51.19736
1990-08,,,,,100.5348,101.2387,51.20854
1990-09,,,,,100.5695,101.3195,51.21804
1990-10,,,,,100.6011,101.3931,51.22598
1990-11,,,,,100.6274,101.4545,51.23249
1990-12,,,,,100.6462,101.4983,51.2377
1991-01,,,,,100.6551,101.519,51.24175
1991-02,,,,,100.6519,101.5114,51.24479
1991-03,,,,,100.6343,101.4705,51.24696
1991-04,,,,,100.6007,101.3922,51.24842
1991-05,,,,,100.5499,101.2737,51.24934
1991-06,,,,,100.481,101.1133,51.24989
1991-07,,,,,100.3943,100.9115,51.25023
1991-08,,,,,100.2909,100.6706,51.25054
1991-09,,,,,100.1724,100.3944,51.25101
1991-10,,,,,100.0414,100.0892,51.25183
1991-11,,,,,99.90105,99.76235,51.25318
1991-12,,,,,99.75507,99.42228,51.25525
1992-01,,,,,99.60736,99.07819,51.25822
1992-02,,,,,99.46199,98.73955,51.26228
1992-03,,,,,99.32298,98.41571,51.26761
1992-04,,,,,99.19404,98.11533,51.2744
1992-05,,,,,99.07859,97.8464,51.28281
1992-06,,,,,98.97964,97.61591,51.293
1992-07,,,,,98.89942,97.42902,51.30513
1992-08,,,,,98.83964,97.28974,51.31936
1992-09,,,,,98.80147,97.20082,51.3358
1992-10,,,,,98.78522,97.16299,51.35458
1992-11,,,,,98.7908,97.17598,51.37583
1992-12,,,,,98.81772,97.23869,51.39964
1993-01,,,,,98.86489,97.34857,51.42611
1993-02,,,,,98.93102,97.50262,51.45532
1993-03,,,,,99.01464,97.69743,51.48735
1993-04,,,,,99.1139,97.92865,51.52224
1993-05,,,,,99.22677,98.19159,51.56007
1993-06,,,,,99.35103,98.48105,51.60086
1993-07,,,,,99.48396,98.79073,51.64468
1993-08,,,,,99.62259,99.11366,51.69155
1993-09,,,,,99.7636,99.44214,51.74149
1993-10,,,,,99.90327,99.76752,51.79455
1993-11,,,,,100.0376,100.0804,51.85073
1993-12,,,,,100.1624,100.3711,51.91008
1994-01,,,,,100.2732,100.6294,51.97261
1994-02,,,,,100.3659,100.8451,52.03835
1994-03,,,,,100.4359,101.0083,52.10734
1994-04,,,,,100.4794,101.1096,52.17961
1994-05,,,,,100.4929,101.1411,52.25519
1994-06,,,,,100.4736,101.0962,52.33414
1994-07,,,,,100.4201,100.9715,52.41652
1994-08,,,,,100.3323,100.7671,52.50236
1994-09,,,,,100.2121,100.4868,52.59175
1994-10,,,,,100.0636,100.1411,52.68475
1994-11,,,,,99.89439,99.74682,52.78143
1994-12,,,,,99.715,99.32893,52.88187
1995-01,,,,,99.54049,98.92241,52.98616
1995-02,,,,,99.38525,98.56078,53.09438
1995-03,,,,,99.2582,98.2648,53.20659
1995-04,,,,,99.15761,98.03048,53.32287
1995-05,,,,,99.07735,97.8435,53.44326
1995-06,,,,,99.01244,97.6923,53.56781
1995-07,,,,,98.96429,97.58013,53.69657
1995-08,,,,,98.93784,97.51853,53.82957
1995-09,,,,,98.9386,97.52029,53.96684
1995-10,,,,,98.96919,97.59155,54.10841
1995-11,,,,,99.02806,97.72869,54.25427
1995-12,,,,,99.10755,97.91386,54.40443
1996-01,,,,,99.19151,98.10946,54.55885
1996-02,,,,,99.26168,98.27292,54.71751
1996-03,,,,,99.30395,98.37137,54.88037
1996-04,,,,,99.3147,98.39644,55.0474
1996-05,,,,,99.29922,98.36035,55.21856
1996-06,,,,,99.27023,98.29282,55.39381
1996-07,,,,,99.2437,98.23102,55.5731
1996-08,,,,,99.23624,98.21363,55.7564
1996-09,,,,,99.25929,98.26736,55.94362
1996-10,,,,,99.31712,98.40206,56.13471
1996-11,,,,,99.40496,98.60669,56.32957
1996-12,,,,,99.51076,98.85314,56.52811
1997-01,,,,,99.61623,99.09886,56.7302
1997-02,,,,,99.70216,99.29901,56.93573
1997-03,,,,,99.75351,99.41865,57.14457
1997-04,,,,,99.765,99.44541,57.35661
1997-05,,,,,99.73932,99.38558,57.57172
1997-06,,,,,99.68594,99.26124,57.7898
1997-07,,,,,99.62032,99.10836,58.01071
1997-08,,,,,99.55964,98.96701,58.23434
1997-09,,,,,99.51882,98.87193,58.46055
1997-10,,,,,99.50647,98.84317,58.68921
1997-11,,,,,99.52909,98.89585,58.92017
1997-12,,,,,99.59471,99.04872,59.15326
1998-01,,,,,99.71609,99.33148,59.38833
1998-02,,,,,99.90221,99.76506,59.62521
1998-03,,,,,100.1488,100.3394,59.8637
1998-04,,,,,100.4329,101.0014,60.10362
1998-05,,,,,100.7218,101.6743,60.34474
1998-06,100.802,100.3478,,61.07275,100.9857,102.289,60.58686
1998-07,100.8954,100.3882,,61.37445,101.2072,102.805,60.82978
1998-08,101.0255,100.4445,,61.6996,101.3789,103.2049,61.07331
1998-09,101.216,100.5269,,62.06292,101.4967,103.4795,61.31731
1998-10,101.4509,100.6286,,62.4548,101.5545,103.6141,61.56159
1998-11,101.7111,100.7412,,62.86361,101.5466,103.5958,61.80602
1998-12,101.9636,100.8505,,63.26891,101.472,103.4218,62.05048
1999-01,102.1554,100.9335,,63.63754,101.3383,103.1104,62.29485
1999-02,102.2723,100.9841,,63.96013,101.1603,102.6957,62.53904
1999-03,102.2864,100.9902,,64.21845,100.958,102.2246,62.783
1999-04,102.1957,100.9509,,64.41054,100.7565,101.7551,63.02666
1999-05,102.0526,100.889,,64.56867,100.5803,101.3447,63.26997
1999-06,101.914,100.829,5.985987,64.72855,100.449,101.0389,63.51291
1999-07,101.8267,100.7912,5.777006,64.92006,100.3723,100.8602,63.75542
1999-08,101.8124,100.785,5.604152,65.15733,100.351,100.8104,63.99747
1999-09,101.8805,100.8145,5.452631,65.44698,100.3773,100.8719,64.239
1999-10,102.0071,100.8693,5.314822,65.77416,100.4348,101.0057,64.47997
1999-11,102.1743,100.9417,5.192106,66.12755,100.5041,101.1672,64.72031
1999-12,102.353,101.019,5.088785,66.48853,100.5702,101.3212,64.96
2000-01,102.5123,101.0879,5.027632,66.83701,100.6278,101.4552,65.19901
2000-02,102.6276,101.1378,4.99786,67.15677,100.6775,101.571,65.43731
2000-03,102.7152,101.1757,5.044775,67.45812,100.7224,101.6757,65.6749
2000-04,102.7788,101.2033,5.174314,67.74334,100.7643,101.7733,65.91177
2000-05,102.7939,101.2098,5.308056,67.99602,100.8028,101.8629,66.14793
2000-06,102.7586,101.1945,5.385707,68.21465,100.8346,101.9371,66.38338
2000-07,102.6946,101.1668,5.380786,68.41327,100.8531,101.9802,66.61816
2000-08,102.6276,101.1378,5.297295,68.60891,100.8518,101.9771,66.85229
2000-09,102.567,101.1116,5.135367,68.80793,100.8277,101.9211,67.08581
2000-10,102.506,101.0852,4.913216,69.00579,100.7859,101.8237,67.31877
2000-11,102.4408,101.057,4.646282,69.20002,100.7355,101.7063,67.55125
2000-12,102.3482,101.0169,4.34133,69.37502,100.6866,101.5922,67.78333
2001-01,102.1921,100.9494,3.993422,69.50609,100.6468,101.4996,68.01511
2001-02,101.9726,100.8544,3.627547,69.59291,100.6205,101.4384,68.24668
2001-03,101.6981,100.7356,3.235847,69.64097,100.6066,101.406,68.47815
2001-04,101.2514,100.5423,2.695621,69.56944,100.5972,101.3841,68.70963
2001-05,100.7853,100.3406,2.186321,69.48263,100.5826,101.35,68.94121
2001-06,100.3252,100.1414,1.73471,69.39797,100.5567,101.2898,69.17304
2001-07,99.88172,99.94954,1.329996,69.32317,100.5222,101.2093,69.40525
2001-08,99.47649,99.77417,0.9685803,69.27345,100.483,101.118,69.638
2001-09,99.10253,99.61234,0.6342797,69.24436,100.4376,101.0124,69.87144
2001-10,98.73793,99.45456,0.3117667,69.22093,100.3718,100.8589,70.10571
2001-11,98.37953,99.29946,0.001611562,69.20114,100.2701,100.6221,70.34099
2001-12,98.03415,99.14999,-0.2667018,69.18999,100.1283,100.2917,70.57744
2002-01,97.69401,99.0028,-0.4658939,69.18227,99.96436,99.90981,70.81526
2002-02,97.37964,98.86675,-0.5749688,69.19277,99.80506,99.53873,71.05466
2002-03,97.12955,98.75853,-0.5623381,69.24935,99.67208,99.22895,71.29586
2002-04,96.98496,98.69596,-0.2692762,69.38211,99.56846,98.98756,71.53904
2002-05,96.90967,98.66338,0.1200097,69.56601,99.48721,98.79829,71.78439
2002-06,96.86388,98.64355,0.5404975,69.77306,99.41924,98.63995,72.03207
2002-07,96.81189,98.62106,0.9443977,69.97785,99.3606,98.50333,72.28229
2002-08,96.74868,98.5937,1.304119,70.17685,99.3093,98.38383,72.5352
2002-09,96.67278,98.56086,1.624253,70.36906,99.26197,98.27359,72.79099
2002-10,96.59415,98.52683,1.937115,70.56182,99.21045,98.15356,73.04978
2002-11,96.51555,98.49282,2.248666,70.75724,99.14456,98.00008,73.31175
2002-12,96.4508,98.4648,2.56633,70.96564,99.05503,97.79153,73.57703
2003-01,96.42206,98.45236,2.921758,71.20361,98.93648,97.51535,73.84576
2003-02,96.43683,98.45876,3.301404,71.4771,98.78887,97.17148,74.11806
2003-03,96.51531,98.49271,3.685673,71.80165,98.61931,96.77649,74.39405
2003-04,96.64794,98.55011,4.019248,72.17075,98.44416,96.36846,74.67387
2003-05,96.807,98.61894,4.309842,72.56419,98.28377,95.99483,74.95759
2003-06,96.96593,98.68772,4.570918,72.96233,98.15746,95.7006,75.24532
2003-07,97.11755,98.75333,4.832882,73.35979,98.07845,95.51653,75.53712
2003-08,97.25722,98.81377,5.096008,73.75307,98.0536,95.45866,75.83301
2003-09,97.3941,98.87301,5.371614,74.14902,98.08259,95.52618,76.13297
2003-10,97.54001,98.93616,5.661458,74.55665,98.1587,95.70348,76.43699
2003-11,97.6975,99.00431,5.965019,74.97792,98.26996,95.96265,76.74497
2003-12,97.86784,99.07803,6.268144,75.41386,98.40203,96.27033,77.05684
2004-01,98.04993,99.15682,6.544647,75.86362,98.54073,96.59343,77.37245
2004-02,98.22065,99.2307,6.760416,76.30926,98.67464,96.90539,77.69167
2004-03,98.35656,99.28952,6.866899,76.7322,98.79774,97.19215,78.01432
2004-04,98.45489,99.33207,6.871264,77.12979,98.91197,97.45824,78.34023
