country,BEL,BEL
1992-Q1,77.7,-12.0
1992-Q2,77.9,-11.1
1992-Q3,77.6,-13.3
1992-Q4,76.2,-13.4
1993-Q1,75.4,-14.6
1993-Q2,74.4,-21.4
1993-Q3,74.6,-12.4
1993-Q4,74.9,-11.1
1994-Q1,76.4,3.7
1994-Q2,77.1,4.5
1994-Q3,77.7,4.8
1994-Q4,79.0,6.4
1995-Q1,80.5,10.0
1995-Q2,81.6,6.8
1995-Q3,80.9,-11.1
1995-Q4,80.3,-10.2
1996-Q1,79.6,-24.3
1996-Q2,79.2,-13.8
1996-Q3,79.1,-7.1
1996-Q4,79.9,1.1
1997-Q1,80.6,-6.8
1997-Q2,80.2,3.4
1997-Q3,81.8,7.6
1997-Q4,82.9,19.8
1998-Q1,82.4,7.3
1998-Q2,82.9,-0.5
1998-Q3,83.0,-1.8
1998-Q4,82.3,-13.3
1999-Q1,79.7,-14.9
1999-Q2,80.8,-4.4
1999-Q3,81.5,0.7
1999-Q4,81.5,0.6
2000-Q1,82.9,17.5
2000-Q2,84.5,10.8
2000-Q3,84.3,2.5
2000-Q4,84.5,2.9
2001-Q1,84.8,-0.6
2001-Q2,82.7,-11.4
2001-Q3,81.4,-19.3
2001-Q4,80.2,-21.5
2002-Q1,80.4,-13.4
2002-Q2,79.8,0.1
2002-Q3,80.2,-1.9
2002-Q4,79.8,-3.0
2003-Q1,79.8,-16.6
2003-Q2,78.6,-17.0
2003-Q3,77.7,-13.6
2003-Q4,79.3,0.0
2004-Q1,79.7,-2.1
2004-Q2,79.8,8.7
2004-Q3,81.3,11.9
2004-Q4,81.0,8.0
2005-Q1,80.8,-0.2
2005-Q2,79.6,-17.8
2005-Q3,78.5,-6.9
2005-Q4,79.4,-2.0
2006-Q1,80.7,-1.8
2006-Q2,83.1,14.1
2006-Q3,83.9,7.0
2006-Q4,83.8,3.6
2007-Q1,83.3,5.4
2007-Q2,83.0,9.5
2007-Q3,83.5,8.4
2007-Q4,83.8,-0.4
2008-Q1,83.9,1.1
2008-Q2,83.8,-13.2
2008-Q3,83.5,-8.2
2008-Q4,81.6,-14.1
2009-Q1,74.8,-26.5
2009-Q2,70.2,-21.8
2009-Q3,71.0,-9.2
2009-Q4,72.1,0.7
2010-Q1,75.1,4.5
2010-Q2,78.2,15.3
2010-Q3,79.0,6.1
2010-Q4,79.4,7.6
2011-Q1,81.2,14.2
2011-Q2,82.6,6.7
2011-Q3,80.1,-7.2
2011-Q4,78.0,-10.5
2012-Q1,79.0,-7.8
2012-Q2,78.4,-5.0
2012-Q3,76.9,-4.6
2012-Q4,76.6,-14.4
2013-Q1,75.5,-12.2
2013-Q2,76.4,-12.3
2013-Q3,76.4,-10.2
2013-Q4,78.2,-3.2
2014-Q1,79.5,7.5
2014-Q2,79.0,-4.2
2014-Q3,79.2,-2.1
2014-Q4,79.4,4.7
2015-Q1,79.7,-5.9
2015-Q2,79.8,8.0
2015-Q3,80.0,10.5
2015-Q4,79.2,-2.7
2016-Q1,80.0,-0.5
2016-Q2,79.3,4.6
2016-Q3,79.7,2.8
2016-Q4,80.9,3.8
2017-Q1,80.7,2.6
2017-Q2,81.4,7.2
2017-Q3,82.0,-2.9
2017-Q4,82.9,-0.5
2018-Q1,82.1,4.6
2018-Q2,81.2,-0.5
2018-Q3,79.9,-2.3
2018-Q4,80.8,-1.0
2019-Q1,81.5,3.0
2019-Q2,81.3,-9.5
2019-Q3,81.2,-18.0
2019-Q4,80.7,1.8
2020-Q1,79.7,0.2
2020-Q2,72.8,-38.5
2020-Q3,73.4,7.2
2020-Q4,75.9,7.8
2021-Q1,77.4,7.6
2021-Q2,80.2,15.8
2021-Q3,81.3,10.0
2021-Q4,80.7,2.1
2022-Q1,79.5,1.9
