country,SWE,SWE
1989-Q2,,5.308468
1989-Q3,,3.696687
1989-Q4,,-2.384291
1990-Q1,,-6.3
1990-Q2,,-17.0
1990-Q3,,-19.9
1990-Q4,,-23.5
1991-Q1,,-34.1
1991-Q2,,-29.4
1991-Q3,,-28.9
1991-Q4,,-21.6
1992-Q1,,-13.7
1992-Q2,,-13.9
1992-Q3,,-20.5
1992-Q4,,-23.9
1993-Q1,,-17.3
1993-Q2,,-6.6
1993-Q3,,10.9
1993-Q4,,19.8
1994-Q1,,29.8
1994-Q2,,25.7
1994-Q3,,34.6
1994-Q4,,41.2
1995-Q1,,33.0
1995-Q2,,22.9
1995-Q3,83.1,12.1
1995-Q4,81.3,15.6
1996-Q1,84.7,-0.9
1996-Q2,85.5,-17.4
1996-Q3,84.0,-7.3
1996-Q4,84.8,0.3
1997-Q1,86.5,3.4
1997-Q2,84.5,5.7
1997-Q3,86.0,20.6
1997-Q4,84.8,20.5
1998-Q1,85.6,16.4
1998-Q2,85.8,17.2
1998-Q3,85.2,10.7
1998-Q4,85.4,2.7
1999-Q1,84.1,-2.1
1999-Q2,83.7,-4.8
1999-Q3,85.4,13.1
1999-Q4,86.0,19.6
2000-Q1,85.0,24.7
2000-Q2,87.5,35.6
2000-Q3,86.9,27.3
2000-Q4,87.2,19.2
2001-Q1,85.8,10.3
2001-Q2,84.6,-4.5
2001-Q3,82.8,-10.2
2001-Q4,82.8,-10.8
2002-Q1,82.9,-1.1
2002-Q2,83.2,10.0
2002-Q3,82.6,15.7
2002-Q4,83.2,-0.8
2003-Q1,84.0,8.1
2003-Q2,83.8,0.8
2003-Q3,82.4,-6.4
2003-Q4,82.7,-0.8
2004-Q1,84.7,10.2
2004-Q2,84.5,15.9
2004-Q3,85.7,22.4
2004-Q4,86.2,18.5
2005-Q1,87.1,16.3
2005-Q2,86.1,6.9
2005-Q3,86.1,0.6
2005-Q4,85.7,28.8
2006-Q1,85.0,27.4
2006-Q2,86.5,39.5
2006-Q3,87.8,33.7
2006-Q4,88.4,22.1
2007-Q1,87.6,27.3
2007-Q2,88.4,24.2
2007-Q3,87.3,4.9
2007-Q4,87.4,11.7
2008-Q1,87.7,-4.0
2008-Q2,88.0,11.1
2008-Q3,86.4,-12.3
2008-Q4,83.5,-20.5
2009-Q1,75.9,-40.2
2009-Q2,71.4,-46.4
2009-Q3,72.0,4.6
2009-Q4,74.0,14.6
2010-Q1,76.2,22.0
2010-Q2,79.3,25.3
2010-Q3,81.3,35.6
2010-Q4,82.7,34.2
2011-Q1,86.3,37.5
2011-Q2,86.2,29.8
2011-Q3,86.4,14.8
2011-Q4,84.1,-16.0
2012-Q1,82.8,-18.0
2012-Q2,84.5,-0.9
2012-Q3,82.0,-11.8
2012-Q4,80.0,-19.2
2013-Q1,78.6,-12.7
2013-Q2,79.2,-0.8
2013-Q3,79.8,1.9
2013-Q4,80.9,-1.4
2014-Q1,82.7,10.8
2014-Q2,81.3,14.9
2014-Q3,78.9,15.5
2014-Q4,80.8,24.5
2015-Q1,79.9,27.4
2015-Q2,80.4,7.5
2015-Q3,81.7,12.4
2015-Q4,81.9,16.7
2016-Q1,83.4,23.0
2016-Q2,82.4,7.6
2016-Q3,84.6,9.9
2016-Q4,82.8,7.4
2017-Q1,83.8,27.3
2017-Q2,84.1,23.9
2017-Q3,86.2,24.8
2017-Q4,86.7,33.1
2018-Q1,86.9,25.3
2018-Q2,88.4,23.4
2018-Q3,88.2,13.5
2018-Q4,88.0,19.2
2019-Q1,88.0,12.2
2019-Q2,87.3,4.6
2019-Q3,86.1,-2.5
2019-Q4,83.2,-4.3
2020-Q1,84.5,-13.2
2020-Q2,72.4,-27.5
2020-Q3,77.0,-39.3
2020-Q4,81.7,12.4
2021-Q1,82.2,15.9
2021-Q2,87.6,37.0
2021-Q3,87.1,49.0
2021-Q4,83.3,35.0
2022-Q1,84.2,23.2
